 	questo	muro	vuole	uno	specchio	</S>
c	0.67091152	0.317130177	0.00118025472	0.00218264617335	0.007234977881	0.00136036970915
ì	0.692169706667	0.302243371333	0.00153003355333	0.000972152230017	0.00246671092767	0.000618041735817
t	0.782265888889	0.156491682778	0.0119451676511	0.0201872088	0.00402045335589	0.0250896570719
t	0.764273812963	0.117027562259	0.0160795195504	0.0333306549333	0.014025998452	0.0552624636906
o	0.668652910988	0.119555258753	0.138626376183	0.0182520692378	0.0142609228573	0.0406524680602
t	0.408642190329	0.116271291584	0.186172857061	0.0415177363393	0.152277180659	0.0951188028501
ì	0.184525898776	0.373196652528	0.0808372443537	0.0494608211798	0.19865604762	0.113323444483
c	0.0976674349253	0.619769417509	0.136941161785	0.0244093327933	0.0707650652733	0.0504476826943
h	0.122638724975	0.655639122503	0.147903776095	0.0158302336578	0.0277690506844	0.0302191011314
o	0.162444404992	0.513526800834	0.277184960865	0.0142530089459	0.0151759988215	0.0174148022771
t	0.131107147664	0.192470238278	0.318839427788	0.024081226982	0.253961204607	0.0795407300924
è	0.0569542392213	0.075050029426	0.306377000096	0.0522791733273	0.371037164869	0.138302390031
l	0.0393428824071	0.0428660504753	0.337331301365	0.115614439776	0.272648894956	0.192196443344
i	0.030875696429	0.0240216910584	0.181996655122	0.211210933259	0.266798944985	0.285096064448
è	0.0122401134363	0.0102667237528	0.113688579041	0.276682261086	0.226566931662	0.360555388149
n	0.0123044368121	0.00812718408427	0.0790246870137	0.424048753695	0.185321743887	0.291173219383
a	0.010619473904	0.00712608101142	0.0509654850046	0.631008017898	0.162058804629	0.138222167128
n	0.009141142268	0.00340953025381	0.0265720936682	0.506431917966	0.349001861543	0.105443473043
j	0.008530173436	0.00370578201794	0.0170644375561	0.394868784655	0.461511187181	0.114319637681
a	0.00308309992533	0.00297678299931	0.00773308065203	0.329885881552	0.533334295727	0.12298686256
l	0.00553323707511	0.00137660113977	0.00549865768401	0.125021966517	0.485805775242	0.376763770853
ì	0.00620598106504	0.000715668197923	0.00455522210267	0.044518170889	0.427102968414	0.516902013618
</S>	0.00313430809252	0.000386934105961	0.00230913086334	0.0226086295195	0.556478534207	0.415082506809
