 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
t	0.804060615	0.17626781175	0.00234103995	0.00425866675	0.000267586985	0.0117292825	0.000389903575	0.0003791770615	0.00022278876	6.5261294e-06	7.66546535e-05
a	0.4792983448	0.504556430583	0.00197891765	0.00361856142333	0.000106232041143	0.00996545720067	0.00014758152711	0.000141807083696	0.000150625614456	2.19127821477e-06	3.3874535519e-05
p	0.178559036733	0.624151076861	0.120652286117	0.0647393070811	0.000908739596524	0.00817700410089	0.00247124322781	9.26071434277e-05	0.000132137722608	8.40786096363e-07	0.000115704583859
e	0.0794781975777	0.661904522287	0.160931489706	0.0851665046937	0.00117728336371	0.00775027446696	0.00324607915127	7.62242954892e-05	0.000126029291696	3.90790543554e-07	0.000143012683951
d	0.0486080775259	0.714535084096	0.196248424235	0.0299181078979	0.000539729299437	0.00643709758899	0.00283836445909	8.32382828431e-05	0.000353233414725	3.06728248262e-06	0.000435660023982
ì	0.0400539065086	0.622251294699	0.311348621412	0.0141966356326	0.000634094656479	0.007200295863	0.00285080688636	0.000203083907614	0.000532428181575	2.59006411609e-05	0.000702998421327
a	0.0187612212362	0.508050901566	0.446724947137	0.0197249788775	0.000526445919826	0.004208704721	0.00110159688512	0.000185276676091	0.000281087303518	3.0580166731e-05	0.000404314846769
m	0.0103684138121	0.278296023855	0.618961682379	0.0347329109592	0.00140144929761	0.00768287734033	0.000894446884707	0.000560710115584	0.0106662845675	0.00258155251192	0.0338537060752
i	0.00747840245403	0.124646248285	0.75459637746	0.0382634903197	0.00178965906587	0.00902418798011	0.000835363768236	0.000686647272095	0.0141297819039	0.00343204274896	0.0451178241117
n	0.00708228366801	0.065104525095	0.844890909153	0.0362930667732	0.00150502192196	0.0109869605267	0.000586591762745	0.000397410524265	0.0074859103494	0.00233008089464	0.0233372551239
c	0.00765590772267	0.127009323698	0.781020136384	0.0329849655911	0.00153579860732	0.0112526098756	0.000543767347582	0.000320522294755	0.00560340121647	0.00222508227821	0.0298485100413
i	0.00354049202756	0.134203991566	0.743142812128	0.0817946385304	0.00196915906911	0.0077453643252	0.000286041335861	0.000134818882585	0.00221487922216	0.00100742279407	0.0239604050471
à	0.00212053339585	0.0518940706553	0.699018587376	0.226080582843	0.00253296942304	0.0085108287084	0.000427745805287	0.000132346845195	0.000824372924053	0.000339597489657	0.00811835341303
è	0.00171436708195	0.0195690308518	0.512062655792	0.450204474281	0.00548857487435	0.00649515816947	0.00101504660176	0.000201824915065	0.000404715231351	0.000114192072352	0.00272996516501
r	0.00825481454398	0.0158066481173	0.355960355264	0.449375311427	0.0480354612914	0.0227322523898	0.00712766006725	0.00323536821835	0.0424893975338	0.00127584556295	0.0457069190517
k	0.0420492891813	0.0496646077058	0.390818945088	0.277654700476	0.0723690260971	0.0289390685966	0.00906896848908	0.00420160431945	0.0566235275879	0.00224560028765	0.0663646656839
u	0.0459638696604	0.0527932266353	0.316780611696	0.265905403492	0.205910184366	0.0550250459989	0.00559575296303	0.00148662449648	0.019156584296	0.00133301899055	0.030049664228
t	0.0197951664868	0.0233063606118	0.132688258232	0.213762355831	0.438781684789	0.0993808719996	0.0274535009877	0.00240773464216	0.0146705064553	0.00260584585818	0.0251477067427
t	0.0144678268289	0.0604560892039	0.0715451814107	0.108357973944	0.445258521596	0.0948971673332	0.0577518819959	0.0232094545474	0.0641464338184	0.0218786062861	0.0380308592476
e	0.00833213604297	0.068614632468	0.0381634899702	0.087244408648	0.419364747199	0.154936855778	0.0635330056653	0.0293599911158	0.0748988192728	0.0261601365054	0.0293917715825
n	0.00396494371432	0.0250741422893	0.0245323551567	0.0788009495493	0.539061929066	0.183191298593	0.0809668152218	0.0112501422053	0.0297278950909	0.0100643959118	0.0133651551942
d	0.00354134310477	0.0122442689964	0.0213342203856	0.0488423345164	0.597652389689	0.103606112864	0.0787538490739	0.0042702782951	0.0126190884636	0.0065358649706	0.110600262565
i	0.00230458382159	0.00675842546547	0.0111175285285	0.0276957905055	0.573599076563	0.0835019056213	0.128420033691	0.0020369284917	0.00566476918787	0.00405811967687	0.154842827522
m	0.00170427346053	0.00343391942182	0.00875113924283	0.0216545341685	0.582859258854	0.10281019654	0.201737947897	0.0029308687639	0.00434181832929	0.00207443464562	0.0677016105073
è	0.00272876715351	0.00316262717394	0.0116662850809	0.0284896553895	0.487406849618	0.249391425513	0.157090229299	0.0240555854546	0.00464405977643	0.00270997661521	0.0286545268358
n	0.0066479213845	0.00653114345798	0.015178062027	0.0309446161298	0.489266863206	0.308263365171	0.088884146433	0.0314290290515	0.00451528392548	0.00240651310507	0.0159330199453
i	0.0066953956415	0.00677504590266	0.012163046489	0.0181891721099	0.436466217735	0.287708695057	0.136039502144	0.0464273089172	0.00973096864183	0.00106472767502	0.0387399056484
à	0.00250578079383	0.00263784948422	0.004816257743	0.0089160970033	0.188443490245	0.502748681686	0.165009577381	0.0657079349724	0.0129760665473	0.000492398135007	0.0457458924828
t	0.00199405843128	0.00202350076141	0.00349319911433	0.00697285423443	0.174605684415	0.455939232562	0.169302555794	0.0682827569908	0.0326567805158	0.0232036195483	0.0615257780943
t	0.00193045697709	0.0023326423538	0.00294511437144	0.00509047364481	0.163770424472	0.181890232854	0.162046101265	0.0907843989969	0.0430775881719	0.0522525231828	0.293880046031
o	0.00099374667603	0.0015705848846	0.00151370772581	0.00274190192827	0.0637272144907	0.102109037618	0.111321693088	0.270395756332	0.039008325724	0.0390723516843	0.367545658677
n	0.00172715784234	0.00193205946153	0.00244997527727	0.00348496498942	0.153385978164	0.0930714208727	0.174187504363	0.338688135444	0.0417527235747	0.0205066041848	0.168813433892
c	0.00240094874745	0.00296600958718	0.00338050512576	0.00450972576314	0.206054582721	0.243570338624	0.174168676121	0.176904377148	0.0250390470249	0.0174953143949	0.143510448964
i	0.00134444373582	0.00229312582906	0.00192280002192	0.00270726315438	0.0972656932403	0.417366526208	0.0911260123737	0.164152511049	0.026808123175	0.0156851467983	0.179328322988
ù	0.000916925298607	0.00145893460969	0.00132240182064	0.00248270218479	0.0451242900801	0.386883475403	0.0660987731246	0.23792442035	0.101761822725	0.0141544799328	0.141871740996
r	0.00122176809954	0.00136574493656	0.00155709554021	0.0027630738616	0.04229629436	0.230409522468	0.0620261623749	0.260242266783	0.129176102908	0.175605848978	0.0933360836653
i	0.000975637657847	0.00101134791885	0.00112451812674	0.0016513190852	0.03292353231	0.0858770264893	0.0481280327916	0.336044778928	0.178286799636	0.227626614893	0.0863503278884
c	0.000378148090616	0.000394480091283	0.000435607288913	0.000640962313067	0.0157007546267	0.0364796324964	0.0288437715972	0.307062686309	0.185821459879	0.345317950198	0.0789244986295
e	0.000237862753539	0.000241282855428	0.000219825430971	0.000328628671022	0.0102617756422	0.0189726914988	0.0243664481991	0.17503202877	0.315966086626	0.393700755066	0.0606725955432
à	0.00058634776118	0.000483721065143	0.000377527811657	0.000542141470341	0.00497858968073	0.0115159094996	0.0205107473997	0.111872005257	0.611924362209	0.146144840355	0.0910637951811
t	0.000698394100393	0.000556711205048	0.000469888667219	0.000638728073447	0.00339030852691	0.00613776706653	0.0108144263332	0.058564801419	0.481179286403	0.347367000452	0.0901827073937
t	0.000351453540131	0.000329601168349	0.00027459431574	0.000346297721149	0.0018825980423	0.00516758892218	0.00469320411107	0.0333273971397	0.175732434601	0.662518903484	0.115375948131
i	0.000192758128044	0.000221312666116	0.000161044576247	0.000197741880383	0.000802991880767	0.00541803960739	0.00233432583702	0.0227125940466	0.119671485	0.475409277295	0.372878406044
m	0.000486498297348	0.000486894382039	0.000455933299749	0.000502956486794	0.00498341189359	0.0042991238358	0.00456122327901	0.0337132276822	0.119163118333	0.414065735232	0.417281838681
à	0.00231499473245	0.00194170832735	0.00171549723325	0.0018974787956	0.00782317176453	0.0056229992786	0.00704103775967	0.0344362572274	0.181571672778	0.411779590744	0.343855562894
n	0.00560898191082	0.00491808144245	0.00447188984442	0.00464678689853	0.00819416138818	0.00891223575953	0.00682595641989	0.0204549044091	0.273056840926	0.283231472581	0.379678667631
a	0.00497502027227	0.00454952049748	0.00422889643247	0.00426838398618	0.00684186714273	0.00760887112984	0.00472242783996	0.0121757725364	0.232445316975	0.229624175527	0.488559735877
</S>	0.00252031758914	0.00233076877374	0.00213418194274	0.00215905027309	0.00345887459137	0.00408518187992	0.00266151371998	0.0069221908682	0.191689953488	0.127878349764	0.654159617938
