 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.98218465	0.0133014375	0.001524204275	0.000311963827	0.000556702727	0.0003394870819	0.00143874810045	0.000140246640989	0.0002025472543
n	0.791207116667	0.0364114111667	0.102626846842	0.014724645227	0.0210596822937	0.0180800911152	0.00371065726712	0.00166707009766	0.0105124812976
è	0.418783270222	0.346551613722	0.142234771947	0.0197359205223	0.0280506771646	0.0240231162617	0.00448447226237	0.00218022756122	0.0139559174535
n	0.207709448074	0.630592684574	0.128211850316	0.00747278488743	0.00986999862153	0.00807949879723	0.00159292722079	0.000943596382407	0.00552720643883
a	0.121477597258	0.587845698191	0.274820743439	0.00423102089581	0.00463419614051	0.00284106335241	0.000658524520263	0.000568886374136	0.00292230834628
m	0.0441295887527	0.38465202273	0.512452841146	0.0299502656319	0.0180291854802	0.00129713251747	0.000762000693421	0.00207465417138	0.00665233404876
i	0.0187039756842	0.171339326243	0.671439293715	0.0719335572106	0.0509596084934	0.00197828713916	0.00106411219781	0.00264927230046	0.00993254334959
l	0.0214981648947	0.0980730184143	0.545558931238	0.121232012404	0.111422839498	0.0377698752131	0.0436697281659	0.00602444801015	0.0147509641165
ì	0.0241624402982	0.0682090178048	0.313687030413	0.202584937468	0.205223273166	0.099330500071	0.0626054980553	0.00796557990338	0.0162317493722
s	0.0311330834327	0.0626353932683	0.199173423471	0.235738779156	0.246869904389	0.12591814669	0.0407598580184	0.0343699945345	0.0234014581241
i	0.0290032283576	0.0407741375861	0.114298772824	0.297862059719	0.329025241463	0.09316280023	0.0291293256728	0.0426640135782	0.024080475208
m	0.0112613469992	0.0161653319254	0.052052652608	0.343436986573	0.400801547154	0.13402860141	0.0138225088909	0.0163802656927	0.0120507769027
b	0.0066988508664	0.0129667908751	0.034083670536	0.338522652191	0.395016055718	0.175640773803	0.00815486994363	0.00773558119757	0.0211807069676
r	0.0123470384888	0.0232522262917	0.028547182512	0.311090964064	0.357754225239	0.188364831268	0.0196641502945	0.00678024376586	0.0521991043225
ò	0.0142131209296	0.0271240507639	0.0281217478373	0.216987621355	0.253508508413	0.346714993756	0.0462125190982	0.00897993308862	0.0581374941075
s	0.0113434417432	0.0199369649213	0.0216357046124	0.134254902785	0.156924968138	0.548831867919	0.0495954970327	0.0198776423629	0.0375989770358
t	0.0104074277477	0.0152058829738	0.0177554872041	0.116911433262	0.130168594713	0.452659105973	0.0464337330109	0.0611874547876	0.149270848679
i	0.00484248613257	0.00842762299127	0.00958329126803	0.115994444421	0.139960791571	0.327184251991	0.13618564267	0.0684436179292	0.18937784956
n	0.00307728476086	0.00455229253042	0.00655953695601	0.0709290104737	0.105765513857	0.48216068733	0.202549754223	0.0431733489764	0.08123259152
A	0.00371724048695	0.00482124087681	0.005746966052	0.0365621968246	0.056097197619	0.443085002443	0.332830951408	0.0566953909921	0.0604438455067
n	0.00524562439565	0.00559551479227	0.00664753141733	0.0268285879415	0.038644608873	0.342263174148	0.372437797136	0.138794436997	0.0635427385022
n	0.0508440231319	0.0416968055974	0.0143674831391	0.0285694899805	0.0380281186243	0.345267908049	0.265244789045	0.155502673332	0.0604787495007
a	0.0637671947773	0.0521324010658	0.0135791406464	0.0178420166602	0.0227910193414	0.216512478016	0.324847453015	0.185185375444	0.103342959834
à	0.0219221573258	0.0181699096453	0.00530235240213	0.00734577414007	0.0096291117238	0.0807168578387	0.287819751005	0.438842365148	0.130251729945
t	0.00767412247527	0.0063747380051	0.00217750075404	0.00288901513336	0.0037410668846	0.0327066474462	0.138560566002	0.714398738383	0.091477605315
s	0.00290755896509	0.0024579053517	0.00113118216468	0.00159734897779	0.00194620421487	0.0162119249821	0.0669739466673	0.784538956128	0.122234937105
e	0.00114329963503	0.0009893294209	0.000576130374893	0.000860539414597	0.000983099057623	0.0064043900407	0.0475307528891	0.729649895376	0.211862539035
t	0.000645220851677	0.0005638532773	0.000482360351631	0.000591753193532	0.000689892951874	0.0038471101269	0.0337039547964	0.636586151792	0.322889689678
ù	0.000589804183892	0.0004952682591	0.000580014643877	0.000532758707844	0.000627751297291	0.00310737139563	0.0198981004321	0.652341537264	0.321827393226
o	0.000328080673297	0.0002499954887	0.000352302987292	0.000230368797615	0.000268127508764	0.00122818788388	0.0125406496107	0.595238145755	0.389564161075
</S>	0.000177335054648	0.00013294682285	0.000197241542646	0.000124759376308	0.000144262448882	0.00064109188994	0.00789956900535	0.452911722878	0.537771080538
