 	non	ci	dimentichiamo	mai	</S>
e	0.653995245	0.34347115666	0.00193280118278	0.0001735682976	0.000427158028
n	0.451847088333	0.351170475553	0.0162356509161	0.0756887780309	0.105057972848
è	0.546976189444	0.181818688518	0.0239749373054	0.102810176844	0.144419991283
n	0.729984749815	0.139025576173	0.0112417653685	0.0419125077813	0.077835370761
a	0.537234619938	0.297834532058	0.00925230272283	0.0287628062604	0.126915710254
a	0.195535914313	0.573778657353	0.0648613672409	0.0288624557535	0.136961591751
l	0.0691358682377	0.437099114784	0.359539205747	0.0597485499178	0.074477272917
l	0.0278130628792	0.149278162428	0.581412285249	0.152065903306	0.0894305983057
i	0.0134167534597	0.053674940776	0.42502064175	0.325449734435	0.182437926102
m	0.0095658648199	0.0255854990587	0.49944167725	0.304694699145	0.160712250367
o	0.0138571927733	0.0451330203529	0.665615392417	0.186735114048	0.0886592871223
n	0.0157628479244	0.0520726411176	0.509136977472	0.340738431349	0.0822891287074
i	0.0108616453615	0.0249296619059	0.328108759157	0.559412503783	0.0766874405691
s	0.00652437750717	0.0130430228353	0.308825939719	0.610043111261	0.0615635228564
t	0.00533302730239	0.00827694287843	0.24201694124	0.699093937087	0.0452791029521
ù	0.00592995523413	0.0165418088928	0.11807899508	0.690547412362	0.168901803651
m	0.016856439078	0.0325628606309	0.121041935027	0.604772604121	0.224766171217
e	0.016745460591	0.0245011529903	0.087989946309	0.672901034707	0.197862403739
s	0.00628806739533	0.00947192844343	0.037380548403	0.750223111569	0.196636341246
t	0.00281396562644	0.00444329321914	0.0203506804677	0.795360870523	0.177031200415
a	0.000959954871813	0.00150549563371	0.00711158842257	0.695338490174	0.295084466805
m	0.00157004319227	0.00285519586724	0.0317934600742	0.659431063391	0.304350235602
à	0.00247727643076	0.00521557845575	0.0411447080247	0.712597687797	0.238564758534
i	0.00155572278692	0.00391645470525	0.0162004531749	0.559594845932	0.418732519511
</S>	0.00081444495846	0.00234672318262	0.00975794783745	0.413705647966	0.573375209756
