 	che	non	li	aspettiamo	</S>
n	0.970162775	0.0128314514	0.0069505404	0.00015533266	0.0098998742
a	0.673923545	0.311419414133	0.00685519306667	7.78426386667e-05	0.00772396073333
m	0.2549438069	0.435272603378	0.0311882250222	0.270634121442	0.00796122174444
i	0.0979364008667	0.456684153126	0.0599377463407	0.372013247147	0.0134284684148
t	0.0588309709556	0.460682837709	0.0884865867802	0.354400542382	0.0375990988049
u	0.0346404726519	0.214271479236	0.260390818927	0.363487030794	0.127210199602
s	0.0142649762173	0.106953722745	0.283339553976	0.463915156931	0.131526581367
m	0.0185825374058	0.061216263915	0.141449338992	0.567506168977	0.211245688622
ì	0.0985195441353	0.231787747972	0.098369503664	0.328889939659	0.242433254207
n	0.226418414712	0.362328222657	0.0585488075547	0.256028379886	0.096676186069
o	0.189369379837	0.219439152552	0.0554297748516	0.365957059962	0.16980463869
m	0.0656974105457	0.0787740195173	0.0490875872839	0.603091869987	0.20334908623
e	0.0237694142852	0.0290603741191	0.027100258428	0.554873609996	0.36519631541
</S>	0.0120273097976	0.0148254229795	0.019316654714	0.353037534998	0.600793057705
