 	si	è	rotta	la	coppa	</S>
e	0.94779852	0.0470652265	0.000460460123	0.00134720392	0.00262203155	0.0007063984
g	0.623480887	0.0541114505	0.0228273955563	0.01325068502	0.18072931275	0.105600146267
l	0.221743206	0.125134975167	0.164201910185	0.0366901750067	0.249197318583	0.203032338756
à	0.099443112	0.338263458389	0.254980136728	0.0466897206689	0.121959990528	0.138663518252
s	0.0954219206667	0.379950269463	0.322921625576	0.045669198223	0.0745285885093	0.0815083514173
t	0.0820569745556	0.206454752154	0.334166008525	0.035330368741	0.0368516918364	0.305140193806
i	0.0328667265185	0.114766539718	0.333354689508	0.127941790914	0.0201589840128	0.370911291935
e	0.0116402109328	0.0754622280727	0.384363943169	0.196230170305	0.0632038107383	0.269099657978
c	0.00523707520427	0.0285299936242	0.31902919439	0.137552923435	0.266754540246	0.242896277326
ò	0.00317453145142	0.0143835438747	0.21513050813	0.328084274478	0.331264753415	0.107962349475
p	0.00273911740047	0.00922586169157	0.112047096043	0.400298758159	0.428282574472	0.0474065251917
p	0.00251284147682	0.00512846780052	0.0537760004243	0.172512361486	0.720143421491	0.0459268913972
a	0.000874972252273	0.00177132604684	0.0183250234314	0.0649701609287	0.557298235497	0.356760317132
</S>	0.000460951251137	0.00093721808842	0.0095235690357	0.0427958429644	0.285545790248	0.660736678566
