 	hai	già	mangiato	</S>
ì	0.96498952	0.0112446661	0.00133211816	0.022433677235
s	0.834897986667	0.0769778061	0.05064661816	0.0374775789017
e	0.622772182222	0.257815925367	0.06923526152	0.0501766419672
g	0.379414028074	0.284531735122	0.281002099307	0.0550521479891
i	0.137647651025	0.372527488374	0.368141158436	0.12168366433
à	0.050942512875	0.686286606125	0.147453201479	0.11531766261
f	0.0309932201583	0.639618905375	0.25953119716	0.0698566920367
a	0.0227290153528	0.367583251792	0.41497236572	0.194715370679
m	0.0114014454176	0.199924409931	0.56562324524	0.223050904226
è	0.0119398621392	0.11933248931	0.750365928413	0.118361718742
n	0.0192530027131	0.09169122977	0.816975976138	0.0720797845807
a	0.0171847570277	0.0418331488567	0.706237225379	0.234744876527
</S>	0.00873529119885	0.0232289578284	0.54163506269	0.426400708263
