 	avete	fatto	già	le	verdure	</S>
i	0.95477985	0.0410000215	0.000514572625	0.002761833806	0.000196210147473	0.0007474515623
k	0.67283487	0.0647930405	0.0181027347717	0.133836754039	0.0212308212875	0.0892017366956
à	0.281610393333	0.365301356833	0.0279233065906	0.17773346149	0.0283650584958	0.119066384999
m	0.176704681111	0.542553665611	0.16920278053	0.05956958918	0.0105541172653	0.0414150689663
a	0.12719833937	0.32663008387	0.503271720177	0.0212694108667	0.00485822172177	0.0167721375221
t	0.0854089254567	0.193862426623	0.479923026726	0.0241425718889	0.124205750174	0.092457269174
o	0.0700528936856	0.112529605074	0.278327708909	0.25606240963	0.164510213825	0.118517176858
g	0.0274210754285	0.045817949558	0.31955697297	0.381718979877	0.157719985042	0.0677650827527
i	0.0132119637228	0.0233807845193	0.264024849323	0.486759779959	0.155550238847	0.0570724162509
à	0.0068120179876	0.0119118411731	0.194481781441	0.70388204332	0.053359157849	0.029553143517
t	0.00650217636253	0.0100962398244	0.15240737648	0.55770235444	0.22464567035	0.0486461726057
a	0.00404697205551	0.0056722919608	0.0600312002267	0.583385208147	0.28235282835	0.0645114948686
l	0.00163141471984	0.0022397702396	0.0212136673422	0.545192619382	0.386410527683	0.0433119869562
à	0.000902572599947	0.00164056774653	0.0104457814141	0.417952356461	0.520877499228	0.0481812176521
c	0.000474782226649	0.00119598389551	0.00613066388137	0.352369344487	0.595616133076	0.044213097884
h	0.00147413090888	0.00263458004517	0.00475800907046	0.139459500496	0.806571511025	0.0451022672947
a	0.00298096796963	0.00538414928172	0.00668920182349	0.165774093499	0.742073503675	0.0770980884316
n	0.00267941375654	0.00466296306057	0.0054072630745	0.1637390485	0.754805717892	0.0687056441439
a	0.00135677633218	0.00215499892019	0.0024254586715	0.0729609308333	0.599398722631	0.321703171381
</S>	0.00074382183609	0.0012228581101	0.00138320810575	0.0576591114167	0.339599961316	0.599391085691
