 	l	ho	sentito	quando	veniva	</S>
t	0.983607275	0.00504473	0.00130012495	0.00365148	0.0054860942	0.00091037748
o	0.848774825	0.130953427333	0.0111770652167	0.00228513296667	0.00605542773333	0.000754199243333
n	0.592479778333	0.179943621111	0.0164840188722	0.0177585589556	0.00598705791111	0.187346995064
ì	0.316263371444	0.380940225704	0.0251109934241	0.0228127212952	0.00527822867037	0.249594414755
k	0.222168729148	0.521026451901	0.153589176808	0.0142289024084	0.00265395402346	0.0863327203183
u	0.198772271716	0.285239580634	0.443914158936	0.0262108688028	0.00613667210782	0.0397264117728
s	0.136777919239	0.184975913545	0.580524329645	0.0490344062676	0.00716234665261	0.0415250232576
a	0.105329461283	0.123074973182	0.441415509882	0.284870515423	0.00329398996754	0.0420155077525
m	0.0394175869643	0.0502742157273	0.261382526627	0.619387771808	0.00223609028918	0.0273017982508
ò	0.0210713803214	0.0314593035758	0.150643818876	0.673250890603	0.0839325705964	0.0396420217503
t	0.0423264864405	0.0500747881919	0.129613326292	0.600140796868	0.123606276865	0.0542383065834
t	0.0468271826802	0.054057199064	0.105804488764	0.670300022289	0.0584817506217	0.0645293465278
e	0.0167592663167	0.0234012769213	0.052233390588	0.622261170763	0.143465755207	0.141879107176
è	0.00572662414557	0.00836896097377	0.022124756116	0.327041070988	0.482161441736	0.154577083392
r	0.00447124953186	0.00559764109126	0.0229100549587	0.213361437729	0.616521243912	0.137138342131
k	0.0122311941773	0.0117115230304	0.0320929226529	0.218891149243	0.562214147971	0.16285905071
a	0.0124206098324	0.0111679523235	0.0242535058843	0.159946896414	0.583189299324	0.209021740237
t	0.00560921658413	0.0055249309545	0.0189685819614	0.107909168805	0.385172755441	0.476815380079
o	0.00327928420704	0.00351843503817	0.0129382417671	0.0522336941017	0.17444753748	0.753582830026
</S>	0.00164377782202	0.00178299379909	0.00678040055355	0.0327415238008	0.14025766374	0.816793650013
