 	vuole	pianto	</S>
e	0.527330009	0.08574095346	0.3869290008
t	0.530220836333	0.0982927601267	0.3714863508
è	0.521194725444	0.107724256376	0.371080981933
l	0.573507535148	0.226510868459	0.199981582311
i	0.292950095049	0.534977529486	0.17207237877
k	0.12241728335	0.760977516495	0.116605194257
l	0.0582142247833	0.792507948832	0.149277798086
a	0.0371031064944	0.799271186277	0.163625682695
m	0.0138149293981	0.845399285426	0.140785760898
m	0.0195314287994	0.823297571809	0.157170973633
è	0.0352374542665	0.853381523936	0.111381001211
n	0.0414415347555	0.785790487979	0.17276796707
o	0.0290690768785	0.54841124266	0.422519672357
</S>	0.0145796463793	0.41946002133	0.565960311178
