 	non	ha	che	li	aspettiamo	</S>
e	0.97550068	0.01810593975	0.000612861905	0.00427496312	7.47658307e-05	0.001430740743
n	0.676594698	0.0210810955833	0.0647409251383	0.136810141453	0.0073699798207	0.0934031108763
è	0.288577014	0.291072424528	0.0978479903794	0.186126126484	0.0100109583269	0.126365477292
n	0.175108164667	0.583774828176	0.10554161546	0.0707165794947	0.00901701449563	0.0558418050973
a	0.103692049556	0.441190336059	0.250725178487	0.140345471165	0.0253406454985	0.0387063410324
t	0.0394443621853	0.193779599686	0.314837519496	0.191936007055	0.2327102985	0.0272922370108
u	0.0171664727118	0.0728660100953	0.204871054499	0.373999875685	0.3019938915	0.0291027296703
s	0.0064213313206	0.0256052050651	0.0941362681663	0.406860381895	0.4422755225	0.0247013218901
m	0.0054564155402	0.022289310855	0.0598454480554	0.166462950632	0.536312550833	0.20963333163
ì	0.0558835875134	0.0523523536183	0.0973564326851	0.094593482544	0.384251266944	0.31556287721
n	0.146573739171	0.121578744539	0.148777054228	0.063555377848	0.357113128981	0.162401951403
o	0.125519320004	0.11332213348	0.115338447076	0.0531300949493	0.287770056327	0.304919916134
m	0.0436839317147	0.0405824165933	0.0436574260253	0.0370752859831	0.439949565442	0.395051328711
e	0.0163143459849	0.0158840234078	0.0187527105851	0.021815136761	0.423703679481	0.50353005957
</S>	0.00817933396245	0.0080296083189	0.00954631115755	0.0142872255305	0.232716626241	0.727240849785
