 	non	sapeva	dove	a	stare	</S>
e	0.93347935	0.0641475348	0.00038935877	0.00035370169615	0.00120094945655	0.000429137445
n	0.66315761	0.0637748352	0.0112947748367	0.0374382290195	0.00538943022322	0.218945134545
ì	0.288291699	0.345635175333	0.0171719541456	0.0499490052265	0.00685907590441	0.292093080332
s	0.179244408667	0.637194175111	0.0483253315819	0.0225386522955	0.0064687624648	0.106228658927
s	0.145818304889	0.445901101704	0.0693621915273	0.0294360337652	0.0312092554883	0.278273119642
e	0.059953299463	0.264050467235	0.230999386176	0.0374526779217	0.0473493434961	0.360194829881
r	0.037877897321	0.189324665745	0.300068552059	0.222396854641	0.0539831644987	0.196348856627
e	0.0303247392137	0.091055623915	0.32778672402	0.35331741488	0.0639571928329	0.133558258876
p	0.0163062665112	0.044330783305	0.31399379434	0.376747418293	0.106276475611	0.142345222959
u	0.0116221844271	0.0219935020017	0.175709301113	0.415609396098	0.226400645204	0.14866498232
n	0.00880304073237	0.0135853359006	0.130631437704	0.493061788699	0.270006105068	0.0839122817733
a	0.00781964530646	0.00941930755553	0.051773097368	0.441568949566	0.436153035023	0.0532659259244
s	0.00738705983115	0.00788613477384	0.0255720025893	0.291182679855	0.610526665008	0.0574454219748
t	0.00734473424372	0.00785881279128	0.0155730744298	0.209193475118	0.716098308336	0.0439316073249
a	0.00256335318157	0.00318595751043	0.00677148994327	0.0766945605393	0.876195902779	0.0345887794416
s	0.00622181919419	0.00204946741681	0.00308219147442	0.0326918348464	0.657415690926	0.298539017814
ì	0.00752701607806	0.00196050933894	0.00206727498481	0.0167241082821	0.286908930309	0.684812179271
</S>	0.00389766905903	0.00148432716947	0.00240340834241	0.0129408726411	0.166067230155	0.813206519636
