 	da	da	un	famoso	poeta	</S>
p	0.954283	0.0295429915	0.01087545365	0.003648282	0.0010186582425	0.000631552195
u	0.643982483333	0.328794527167	0.02522204455	0.00135586262133	0.000355502550833	0.000289510696333
s	0.302658927778	0.555939469056	0.11176110585	0.0128060219284	0.00346993755861	0.0133644671001
s	0.191702165926	0.356530544685	0.277910895283	0.0529225053095	0.0334617921862	0.0874720303667
è	0.086848742642	0.377934839895	0.336799348428	0.0586421036032	0.0403784845487	0.0993964676556
n	0.0645473615473	0.558582513298	0.271743889476	0.0265836147011	0.0160190305029	0.0625235800852
a	0.0540274008991	0.402827646433	0.464622809825	0.0125013046337	0.00787902726763	0.0581418056951
f	0.0528532640164	0.234610960811	0.575969886608	0.0581051342779	0.00794775602254	0.0705130342317
a	0.0523978839488	0.165844878604	0.438705645536	0.221863751426	0.0196931436742	0.101494768077
m	0.0232755892596	0.0742970685347	0.335474398512	0.474082600475	0.0215019042247	0.071368499559
ò	0.0173515800865	0.0500782628449	0.421526746171	0.456046750158	0.0180394044082	0.036957275053
s	0.0457655370288	0.068908393615	0.460789718724	0.354848040053	0.0424267364694	0.027261545351
o	0.0513795089916	0.0649407000517	0.222651918675	0.412930950018	0.21123009049	0.036866772117
p	0.0199600353125	0.0253923885306	0.0833777316583	0.356566823339	0.462798543497	0.051904447039
o	0.0094802953115	0.0121582264832	0.0355605963594	0.207679699113	0.695781694499	0.0393395006797
è	0.00383337651117	0.00513656513407	0.0196031632598	0.130350361038	0.7130823515	0.127994197227
t	0.00214464443706	0.00304407317802	0.0146919694866	0.103253570679	0.698881803833	0.177983969076
a	0.00091958952602	0.00129126347401	0.0054258258322	0.046833274893	0.725447484611	0.220082613025
</S>	0.00047245673351	0.000677046659005	0.0028044668211	0.0298542739465	0.654846317305	0.311345486512
