 	non	mi	aspetti	non	vengo	</S>
m	0.800249815	0.16486392	0.0053533014	0.011645833225	0.001428111422	0.01645903905
ì	0.577128898333	0.372591873333	0.0364891734	0.00592119655833	0.000612171935333	0.00725670028333
m	0.261106705111	0.592432444444	0.121296031133	0.00661875918611	0.00181748589178	0.0167285359944
e	0.13002395737	0.718582034815	0.122371228044	0.00673223506204	0.00210864808726	0.0201819000981
m	0.0835639723233	0.549387044938	0.264560910348	0.0167346156873	0.0210257899524	0.0647276887994
ì	0.112082850641	0.310903071646	0.382994776783	0.0872053308958	0.0274644880575	0.0793494849331
n	0.154098328547	0.333126867215	0.307624038928	0.127188713632	0.0199244507592	0.058037580311
i	0.091001188849	0.251492260405	0.232933640976	0.339870277877	0.0195124075864	0.0651901891037
e	0.0351685224663	0.0981873525817	0.123903773659	0.673766245959	0.0151929021955	0.0537812267012
n	0.0125545109054	0.0339225312739	0.064953176553	0.565552681986	0.272411584065	0.0506055569004
è	0.00998242686847	0.0208809123913	0.030558399851	0.451094103995	0.394616614688	0.0928675389668
r	0.00941291112282	0.0163645539304	0.0140921645503	0.367731773332	0.496195724896	0.0962028876556
k	0.0268868975409	0.0348838551101	0.0160341024501	0.158901175111	0.577054164965	0.186239833885
o	0.0327063025136	0.04111069227	0.0157877781834	0.13918949037	0.373901011655	0.397304754628
m	0.0126456833712	0.01574225319	0.00692169496113	0.103631738457	0.475166370552	0.385892288209
e	0.0051814446904	0.00643085892	0.00364521460704	0.0477889464857	0.444977238851	0.491976282736
</S>	0.0027349138952	0.003365213445	0.00190027843352	0.0382592762428	0.264043342425	0.689696941368
