 	non	li	aspettiamo	più	</S>
e	0.664897575	0.33179405065	0.0013332962	0.00063890430525	0.001336130655
t	0.355547025	0.341655630217	0.1912383883	0.0984244552053	0.013134500655
u	0.140902639	0.442299623406	0.265147794433	0.131678502602	0.0199714705517
s	0.057730209	0.488682475802	0.375156543144	0.0520732190673	0.0263576091839
m	0.0285817850667	0.198590637601	0.403235564048	0.0353890156891	0.334203071728
è	0.188447328422	0.0888955002003	0.230429337683	0.031607823563	0.460620073909
n	0.384298542807	0.0954476000668	0.270716335894	0.0262793508543	0.22325820797
u	0.273016231736	0.115955501689	0.308724821965	0.0809435169514	0.22135992599
m	0.109683465712	0.100281435563	0.261743703988	0.25451910565	0.27377227533
e	0.0535535364707	0.066125425621	0.134239261663	0.529739451883	0.216342318443
p	0.0221055373902	0.032190828307	0.076845054221	0.705921067294	0.162937489481
l	0.0118349989967	0.021801333669	0.0524823579403	0.733145955765	0.18073532316
è	0.00545484206557	0.0113347075563	0.0303329105134	0.668014251922	0.284863244387
o	0.00305960544852	0.00623654948543	0.0241228456711	0.681330940641	0.285249998129
</S>	0.00160583356426	0.00397599304272	0.0149170040855	0.77060575532	0.208895359064
