 	io	non	ho	niente	da	mangiare	</S>
e	0.94858518	0.040439408	0.0023659651725	0.002036480735	0.00510792622236	0.000502643520076	0.0009623332599
v	0.752075046667	0.187533729333	0.0441333981725	0.005698330535	0.00606713422236	0.00192929458674	0.00256302279323
ò	0.558746665556	0.309763616444	0.109479462724	0.00853680591167	0.00767017447412	0.00255556086225	0.00324769703774
e	0.370384567285	0.518861738815	0.099989570908	0.00463946820389	0.00388664071804	0.00100332159858	0.00123466841681
n	0.130589335195	0.522357286272	0.299827823636	0.0163729809013	0.0108325167327	0.010088405844	0.0099316184365
è	0.048911715065	0.294184438757	0.582634321212	0.0342095576338	0.0135063058776	0.0134243339947	0.0131292619455
c	0.0191827350217	0.195658466586	0.490897040404	0.262747994545	0.00545175419253	0.0138579147116	0.0122040157818
h	0.0322664123406	0.083364923862	0.296203150135	0.550842838182	0.00249942247084	0.0192313225705	0.0155918992606
o	0.0364814063135	0.050314920954	0.314592220045	0.533562362727	0.0289180976303	0.0164825308568	0.0196484250869
t	0.0386252489712	0.0602057519847	0.285569763348	0.305256798242	0.0604927825434	0.188726269952	0.0611233516956
ì	0.0383757044237	0.0548255696616	0.138731726449	0.334251526747	0.111165774181	0.250874430651	0.0717752765652
p	0.0241617132412	0.0347541445539	0.076896538483	0.373306438916	0.169584461394	0.23863782755	0.0826588781884
o	0.0184758982924	0.023958421978	0.0421721163943	0.207040626305	0.303918433798	0.25760509585	0.146829386063
t	0.0117025626428	0.014444508786	0.0226355316981	0.133131172768	0.371469601266	0.301367275283	0.145249310688
i	0.00944565792993	0.011279485907	0.015841218766	0.0658598569227	0.461450203755	0.319610510428	0.116513057229
n	0.00406884702564	0.00497383428067	0.00739982845533	0.0382473176409	0.485139954585	0.373387322143	0.0867829224097
a	0.00227445555588	0.00287505379356	0.00452848274178	0.0221876540803	0.523803858195	0.392998747381	0.0513317471366
f	0.00302734873263	0.00367541996452	0.00424522750393	0.00825075792677	0.466020946065	0.46033307246	0.0544472270455
à	0.00347866824421	0.00438630242151	0.00501425356798	0.00377926257559	0.204228142022	0.66139645082	0.117716972348
o	0.0013803773534	0.0019734803505	0.00266475663599	0.0017360012752	0.111827096007	0.491734113607	0.388684224116
</S>	0.0007120055847	0.00103805934025	0.00138133638799	0.0009023889126	0.0635567210035	0.328357686803	0.604051832058
