 	deve	che	entra	da	qui	</S>
è	0.96456242	0.01148618175	0.003309556485	0.008538089625	0.0096490563705	0.00245471210728
n	0.871489986667	0.09605912125	0.0131679338183	0.0133150822917	0.0034726072705	0.00249531924061
g	0.654527795556	0.29860977375	0.0230431799394	0.0151423964439	0.00186627999017	0.00681061721354
h	0.392979650519	0.480329377917	0.0423811253131	0.00984130182797	0.00598825499672	0.0684803100712
i	0.16326871504	0.456835632639	0.274393451771	0.011863056276	0.00801343733224	0.0856257041571
s	0.0673794562133	0.26699523088	0.384177013924	0.0376520484253	0.172843078777	0.0709531621857
e	0.0337239369544	0.14651966196	0.417571837975	0.0917854661418	0.242610127259	0.0677889797286
n	0.0203094068681	0.12440399232	0.551602322658	0.134578165381	0.131768966753	0.0373371732429
a	0.0157594947627	0.0829277257733	0.398886865553	0.34766196846	0.100012582251	0.0547513787476
m	0.0105785840609	0.0542163935911	0.270615173184	0.542552889487	0.0715182920837	0.0505186822492
b	0.0118496863536	0.0571251438637	0.232393457728	0.442469536496	0.0572117843612	0.198950410083
i	0.00730944896453	0.0346197561212	0.121313274576	0.470500785499	0.0870882804537	0.279168463361
a	0.00274676686384	0.0129586418337	0.0483934207253	0.403507967833	0.401694220151	0.130699006454
p	0.00119398708361	0.00489252870457	0.0178604038084	0.147034823611	0.742918286717	0.086099995818
ò	0.00082188967787	0.00230691603486	0.00803533826947	0.0788776862037	0.823297788906	0.086660384606
t	0.00244609344262	0.00328290447829	0.00660207972316	0.0560361137346	0.874510442969	0.057122348202
t	0.00284565416287	0.00345085643943	0.00533372175239	0.0242584673449	0.933959214323	0.0301520654007
ù	0.00106733580296	0.00129320189314	0.0020842338488	0.0116225085483	0.877117221441	0.106815492134
</S>	0.00069159050148	0.00082527784657	0.0014625185544	0.0108492417742	0.792294235721	0.193877131067
