 	le	ragazze	vogliono	guardate	</S>
t	0.9955797	0.00157364215	0.00107230705	0.00031474661	0.0014597423
a	0.960948876667	0.03592266285	0.00226469668333	0.0001458310202	0.000717998776667
k	0.827889002222	0.0546382312833	0.00776626122778	0.0498927730836	0.0598137265689
o	0.797282200741	0.0408632474278	0.00890925137593	0.0667836643145	0.086161635523
r	0.778494916914	0.0557095641426	0.00890947175864	0.0464069893915	0.110479061841
à	0.504648278971	0.283046419714	0.0482044459195	0.0420789051305	0.122021949947
s	0.41396638299	0.360400637905	0.0598166419732	0.0361740007102	0.129642339316
i	0.35209391433	0.362603043968	0.0548626573244	0.0499515552367	0.180488809772
a	0.12935307911	0.360621501323	0.351745432441	0.0361763788456	0.122103585924
t	0.04820272537	0.151835222774	0.431555900814	0.144648636715	0.223757531308
è	0.0208655450767	0.0831849299247	0.458340570271	0.182987394572	0.254621590036
l	0.0224970829789	0.0659750533082	0.486393483424	0.218294413857	0.206840009612
o	0.0229250061996	0.0334733745361	0.276576987808	0.472662371286	0.194362311704
n	0.0082295794732	0.0119115918787	0.180342498603	0.722327077095	0.0771893057347
e	0.0033661274344	0.00479882475957	0.135934262201	0.811485559032	0.0444152602449
k	0.00212420082147	0.00266583201986	0.117864919067	0.847179199677	0.030165845415
a	0.00176387637382	0.00188520263995	0.0673061793557	0.883218866559	0.045825846805
n	0.00233975329127	0.00200866461332	0.0502763487852	0.888729268853	0.0566459286017
o	0.00249704388042	0.00196594057777	0.0294366805951	0.888326049618	0.0777742712006
n	0.00260555861014	0.00221709543259	0.0228015773317	0.880682053206	0.0916937137335
i	0.00259160436338	0.00219878667753	0.0142396052439	0.778600541069	0.202369487911
m	0.00192464718113	0.00169770032584	0.010895233948	0.72313281369	0.262349651304
m	0.00552851449371	0.00337488904195	0.00753094918267	0.639149037897	0.344416635768
è	0.0064424405979	0.00394838761398	0.00802085806089	0.634460329299	0.347127999256
n	0.0187859086326	0.0156934383047	0.0214207703536	0.715442479766	0.228657410419
a	0.0221617060155	0.0186858727442	0.0232718003845	0.467703573255	0.468177036806
</S>	0.0110956647148	0.0093578378361	0.0119301345922	0.290971976628	0.676644368403
