 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9627195	0.0106242515	0.00729186515	0.0061659375	0.00668064675	0.000165183855	0.006352677696
n	0.948914153333	0.0266462481667	0.00517728391667	0.00290233529333	0.00845676341667	0.00397590701167	0.00392734036267
a	0.632565247111	0.327511052722	0.0103060964056	0.00124966811444	0.00964952453889	0.0126877606706	0.00603065445422
a	0.223615160904	0.567994267574	0.167449033802	0.00478533026148	0.0105977172463	0.0198870262235	0.00567149365141
f	0.0754559650013	0.353159471858	0.460500234601	0.0355192184205	0.0133964300821	0.0216324994078	0.0403362240505
o	0.0268271727004	0.194560156619	0.522891381534	0.0509956581402	0.0235900710274	0.0236903428026	0.15744523935
r	0.0281360124335	0.168094412206	0.511897150511	0.0574157167134	0.0426040663425	0.0195973382675	0.172255322117
à	0.0385114401445	0.100255368402	0.406988501504	0.249932925571	0.115297098114	0.0112934627558	0.077721222039
s	0.111242536715	0.139874247134	0.225869955168	0.336140541857	0.134173766038	0.00974020358527	0.0429587496797
o	0.124751990972	0.143596963545	0.304464275056	0.321712437286	0.0621088550127	0.00732989289509	0.0360355932266
t	0.068216855724	0.0842545123483	0.377101251685	0.380972295762	0.0539280380042	0.00829908166503	0.0272280004089
o	0.049226549868	0.0631079288161	0.316284010562	0.482834438587	0.0559080033347	0.0111017918883	0.0215373161363
t	0.021649841916	0.0290286276387	0.218731113521	0.609691176196	0.0775158351116	0.0167175116294	0.0266659353788
s	0.0148945396387	0.0220546868796	0.249444904507	0.560774742065	0.0804004312039	0.0182773942098	0.0541533451263
o	0.0074818068029	0.0122491220599	0.234642373836	0.493827737355	0.108431646568	0.0589506577366	0.0844166750421
m	0.0110798275243	0.0156933677866	0.134666106945	0.527614555785	0.161777712189	0.0784077415789	0.0707606633474
ì	0.0139712347414	0.0186761604289	0.0883527266483	0.389848376262	0.342920267396	0.058454731193	0.0877764694491
p	0.0073184042138	0.00951596204297	0.0325433352161	0.149568794087	0.515255659132	0.150557588731	0.13524024315
à	0.0127412364713	0.00805457541432	0.0129874107387	0.0625911316957	0.557260469711	0.19066279291	0.15570237105
s	0.0137727327638	0.00659969148811	0.00523910745957	0.0251165375986	0.428786079237	0.328742447637	0.191743393683
s	0.00528307002793	0.00307990617937	0.00303569509986	0.0106347188995	0.185898729079	0.477656602546	0.314411277894
i	0.00242244918264	0.00177457593312	0.00227117705329	0.0054205748665	0.095229269693	0.505485110849	0.387396835965
n	0.00106910956755	0.000983698784373	0.0011450711711	0.00360431952217	0.0463695438977	0.50460083695	0.442227431988
i	0.00104199882252	0.00297429619479	0.0007230978437	0.00285323470739	0.0642559986326	0.471639462317	0.456511937329
m	0.00158321237417	0.00542422539826	0.0010497346679	0.00220859936913	0.0708684238775	0.522866194106	0.39599961911
è	0.00500109675806	0.00539984333275	0.0011205948893	0.00183496228971	0.0504544089592	0.617647454702	0.318541629703
r	0.00551350254269	0.00348403763758	0.000538334719767	0.000812930073237	0.0371578695864	0.638723418234	0.313769899901
a	0.00190166972323	0.00127965462286	0.000250470824256	0.000339388668746	0.0133874081621	0.400068272745	0.5827731233
</S>	0.000959110240115	0.00065255593693	0.000146603953628	0.000182040685873	0.00701321163105	0.214881336373	0.77616511165
