 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.87391867	0.12321758	0.000597022965	0.000195052355	0.0001906204316	0.0007089721395	0.0003794088333	0.00049562449248	0.00021601297775	5.349292276e-05	1.86775868e-05	1.576901775e-06	7.35528925e-06
ò	0.549571844667	0.448211473333	0.000772028131667	0.000327165815	0.000132189328267	0.000397635612833	0.000131035671633	0.000343818759147	7.538142575e-05	2.666839676e-05	7.14170213333e-06	6.07087765433e-07	3.07756810933e-06
t	0.274254022889	0.676595357778	0.0110476966772	0.00923513733833	0.0109377621728	0.0101991742776	0.00144130845221	0.00400289378638	0.00106453717325	0.000728025046253	0.000383721135378	1.31506850456e-05	9.72324408958e-05
t	0.280263874296	0.452716562593	0.0316642938924	0.0511131257794	0.100018263391	0.0476902557592	0.00430395098407	0.0223425797621	0.00678726329108	0.00182982881542	0.000705370678459	2.44117773485e-05	0.000540193746965
e	0.195094925299	0.495056630864	0.0436860486308	0.0579933543598	0.11895533306	0.0503156046664	0.00386527228159	0.024839069914	0.00766099805936	0.00149351798381	0.00043233267662	1.52187691854e-05	0.000591654655573
j	0.0776747922997	0.533394206955	0.237029903544	0.0532992372199	0.04403126245	0.0227090876355	0.00361353774743	0.0109183349647	0.00552515348212	0.0032075459066	0.00440723454267	0.00109035978546	0.00309927629178
è	0.0385827378766	0.458228715652	0.390498284515	0.05076379954	0.01901045103	0.0134872576905	0.00353545898414	0.00618834260023	0.00481224639004	0.00377336556187	0.00573276033842	0.00144879744369	0.00393774711793
n	0.0595106997355	0.483518365217	0.404258344838	0.0253223933133	0.00744482225667	0.00623879090883	0.00154610682971	0.00291358814541	0.00222216402601	0.00181020431362	0.00274694213701	0.000604952849763	0.00186262602664
o	0.0664155225252	0.278543695739	0.598513881613	0.0403588707711	0.00380268969889	0.00388665611961	0.000883641730237	0.0018332031208	0.00136130765267	0.00115591070821	0.00175137086407	0.000323630405168	0.00116961028145
m	0.0259818814551	0.126477219246	0.757219213871	0.0744253269237	0.00355409697963	0.00281776298987	0.000640760663746	0.00123230557927	0.00109719752822	0.00107659017307	0.00205668143976	0.00106109120364	0.00235984559972
e	0.0124631994017	0.0632545072153	0.77411409129	0.132848338975	0.00482729405988	0.00258978349662	0.000566341392249	0.00104536903309	0.00101437055807	0.00105052993702	0.00215860936192	0.00130697632928	0.00276058792557
