 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.6503984	0.34412318	0.001105082273	0.00044264935315	0.000591981701585	0.0012930328056	0.00045972589434	0.00131213553968	1.4860468125e-05	0.000258923816295
d	0.489634153333	0.453045376667	0.0159172577063	0.0231646274198	0.0110992331349	0.00360364197227	0.00044692794434	0.00142109240635	0.000464794240125	0.00120288984963
r	0.425326017778	0.466291275556	0.0294515129021	0.0391619748066	0.019504751045	0.00731569465742	0.00105505826478	0.00327713643545	0.00159800578004	0.00701855061654
e	0.304451719259	0.622447771852	0.0206593473007	0.0220149808022	0.0115599647883	0.00554317328581	0.00100139200159	0.00296150209182	0.00151650597125	0.00784360734418
f	0.180355511753	0.652041703951	0.0326639494336	0.0701064338007	0.0151846660361	0.00873234949527	0.00488636431386	0.0274675182106	0.00240859076832	0.00615290892006
f	0.096542721251	0.389187968317	0.0479651098112	0.0950469312669	0.0496956353454	0.0618548601651	0.051387381438	0.196038522737	0.00449687805611	0.00778402497335
ò	0.0457773431837	0.374450009772	0.0559381332704	0.0621230624223	0.0761628364485	0.0837981567217	0.0646911829793	0.227988846012	0.00338802991204	0.00568242339112
m	0.101326595161	0.460686676591	0.0573578110901	0.162049492807	0.0591747238162	0.0400854377739	0.0239874467798	0.0794823871707	0.00453311689735	0.011316306197
m	0.34176191172	0.27985643553	0.0337344267967	0.177510127602	0.0352292612721	0.0169441412246	0.00848126581327	0.0283507384569	0.0114781644658	0.0666535280657
u	0.339376851573	0.136443410177	0.162006452032	0.126602672534	0.108714938757	0.0233257655082	0.00445342720442	0.0118942750856	0.0105128811639	0.0766693189619
e	0.115793266244	0.0566587261257	0.363292377344	0.122867404845	0.207781369586	0.0934437071694	0.00400605983481	0.00678892556187	0.00354022469863	0.025827942214
m	0.040549866468	0.0206192474752	0.299264075781	0.140389378948	0.294916973195	0.17272077239	0.0038923208116	0.00373613885396	0.00157004546821	0.0223411830247
o	0.0154601083227	0.0080574556084	0.168301151927	0.148211574983	0.393412731065	0.233092020797	0.00593882970387	0.00273556551799	0.00132243445607	0.0234681221082
m	0.00772511007423	0.00397553221947	0.120199557309	0.119985670328	0.400752787022	0.313553703599	0.0115777552346	0.002660592806	0.00120525221869	0.0183640254694
a	0.00513095575141	0.00255478210649	0.0677488157697	0.0975359774427	0.327769782341	0.418838257866	0.0465908794115	0.006631187402	0.00133690250623	0.0258624201565
i	0.00198656061047	0.0010947738755	0.0443346885899	0.0389461176809	0.198483561447	0.497016202622	0.16517493647	0.030585641134	0.00107963360874	0.0212978514855
g	0.00279077313682	0.00126666793183	0.0302973621966	0.0425546737603	0.152220234482	0.478143040874	0.186953630157	0.036505554378	0.00380025990958	0.0654677932618
r	0.00602516454561	0.00223839261061	0.0241239533989	0.0462278835868	0.143340600161	0.333866353625	0.160541658052	0.0198261204593	0.0369448869699	0.226864997754
a	0.00520995438187	0.0018167190402	0.016508918133	0.0197812474956	0.075904621387	0.188121044542	0.311649256017	0.0836580351531	0.04795097299	0.249399245918
m	0.00355550579396	0.00192610185007	0.0127985920443	0.0157542014652	0.0534061157957	0.186672778181	0.459191418672	0.129794578384	0.0250811209967	0.111819627073
m	0.023009139398	0.00461336035002	0.0166121643481	0.0285608571551	0.0665407379319	0.19210227606	0.410089502891	0.0835377137947	0.0311147116656	0.143819580791
è	0.0777445781327	0.0194864907833	0.0367079594494	0.0286500620517	0.0595767339773	0.188636638687	0.28518949763	0.113752122265	0.0349780975552	0.155277881264
n	0.181548476044	0.0715561352611	0.0746540431498	0.0435959953506	0.0514007493258	0.168778292896	0.18704653921	0.128103092422	0.0315844738517	0.0617322717547
a	0.166256197191	0.0736980635284	0.0654879765499	0.0447949370835	0.0440518204419	0.088784335132	0.114554566403	0.322781595807	0.0302972602839	0.0492932629182
a	0.0556847006403	0.0246279249908	0.0234808138833	0.0153739922428	0.0181486678473	0.036268395344	0.0789461571343	0.668212565269	0.022403739428	0.0568530396394
n	0.0197612330134	0.0084671835836	0.00961155662777	0.0063482572626	0.00876098698243	0.026054349248	0.0836580340448	0.655334441756	0.114331164476	0.0676727952131
g	0.0077268398578	0.00306720117187	0.00467032590926	0.0033838588442	0.00566430276081	0.021323762366	0.0736154147816	0.361842326252	0.333845814825	0.184860163738
r	0.0052601960726	0.00237066562129	0.00413154520309	0.00297617400473	0.0049964813536	0.0103339127387	0.0301801096939	0.157702797751	0.347606341608	0.434441781246
à	0.00520065559087	0.00296969867376	0.0082501440677	0.00435979990158	0.00599284411787	0.00857865337957	0.0217327285646	0.13237030925	0.327073817203	0.483471327082
m	0.00522431343029	0.00384052922459	0.00950056468923	0.00534431076719	0.00575274483929	0.00822953792652	0.0261450918549	0.101101462417	0.563831205734	0.271030220694
m	0.0349083228101	0.0201350190749	0.0248185645631	0.0212535690557	0.0203448500798	0.0210880709755	0.0355099489516	0.068832595139	0.551991891911	0.201117151898
a	0.04246178307	0.0236435093583	0.0277561830644	0.0243616643319	0.0229496335533	0.0222810250985	0.0268315134272	0.053906998713	0.376198310637	0.379609373966
</S>	0.021625444735	0.0119458171791	0.0142319688472	0.0123311691359	0.0116447850666	0.0113419647093	0.0138113673786	0.0327001773565	0.359611490318	0.510755821983
