 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.964156275	0.033149645	0.000392828626	0.00057170262572	0.00123237559445	0.000143745028875	0.0003534098725
ì	0.917673541667	0.0761368733333	0.00327873355933	0.00194934632572	0.00067805399445	7.34321442083e-05	0.000210001429167
s	0.780341323889	0.202366874444	0.00591731685311	0.00526501244191	0.00417058409815	0.000892009330069	0.00104686886639
i	0.469909026963	0.488343024815	0.0276084286177	0.00656831368064	0.00518418928605	0.00114041442836	0.0012466429948
f	0.199172327988	0.524725664938	0.131670886206	0.0296896550935	0.0645912713487	0.0236348610278	0.0265153987043
a	0.0913580945293	0.312441458313	0.394336285402	0.0493178083645	0.0859680108496	0.0312779881193	0.0353003767014
m	0.0399345367098	0.199439562771	0.620674195134	0.0711325627882	0.0328857505165	0.0166981618164	0.0192352277005
ì	0.0253191499033	0.266951430924	0.512060068378	0.149303850929	0.0177421540055	0.0131098369388	0.0155135360668
g	0.0475629443011	0.341442490308	0.370085892793	0.17854668031	0.0137957293352	0.0147817466463	0.0337845705223
l	0.101790761434	0.250848563436	0.290209804264	0.124641923437	0.0172446257784	0.0177067338821	0.197557593507
i	0.0861216431447	0.138776562812	0.213549121421	0.285748657812	0.0300370705928	0.0122820310607	0.233484870169
a	0.0297999584982	0.048320999284	0.17345737714	0.609994239271	0.0427776345309	0.00818332002023	0.0874664413897
e	0.0100309724874	0.016286872348	0.08912059138	0.687524576424	0.160175135844	0.00573082890674	0.0311310277166
n	0.00375746560047	0.006304210356	0.04701635946	0.463678085475	0.301568555281	0.145647534969	0.0320278141589
è	0.00172775561016	0.00336027378533	0.02366253772	0.211215281825	0.510067545094	0.215724608323	0.034241998553
c	0.00110370718005	0.00215108789511	0.0110429588067	0.0944626429417	0.514929281698	0.346948119441	0.0293621856843
h	0.00619983219335	0.0081288449317	0.00953016393557	0.0511236193139	0.269915470566	0.599961793147	0.0551402675614
i	0.00754714406445	0.0101121145106	0.00789479364519	0.0307831117713	0.399151516855	0.489917624382	0.0545936748538
n	0.00361496355482	0.00509469413687	0.0048786935484	0.0159976729238	0.408307997285	0.531664814794	0.0304411572846
a	0.00222507804827	0.00295017525229	0.0032414809028	0.00822338484127	0.207212817428	0.664459618265	0.111687482428
f	0.00221634667942	0.0026706835241	0.0028687726876	0.00473368148042	0.134364952476	0.626270826088	0.226874777476
à	0.00245495475981	0.00293267824137	0.0029506316292	0.00386851332681	0.0625596488253	0.626838742029	0.298394862492
i	0.00109063579594	0.00145389553046	0.0013996306224	0.00226192439727	0.0365266261084	0.41087313001	0.546394197497
</S>	0.00055091191197	0.00073854134023	0.0007202073302	0.00118223638114	0.0202596358042	0.226495119005	0.750053398749
