 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.540502665	0.391336812	0.0068723592	0.001671296683	0.0098065408	0.0032194104792	0.0022877265	0.0060656737936	0.00214977595067	0.00790166148308	0.0093675649084	0.0042760758043	0.00780062503295	0.000910130366387	0.00446942460895	0.000431201190167	0.000195769756438	7.41171034435e-06	0.000328387304635	0.00014375465453	6.12278027341e-05	0.000194565701332
m	0.266483557333	0.393727129	0.0384250522	0.00954803461633	0.273435420933	0.00180335921253	0.0011794421	0.00225939811693	0.00085443005067	0.00264089562408	0.0031633953664	0.0014283916603	0.00260647075095	0.000319685423054	0.00149125393872	0.0001469582205	6.56827571383e-05	0.000157982516678	0.000111380420635	5.04607016301e-05	2.47665657341e-05	7.68576469987e-05
e	0.158728531444	0.393637934667	0.0570980734	0.0122115557954	0.370407454644	0.00134022898751	0.0008118284858	0.000991153755977	0.00042278811377	0.00088737876036	0.00109591997057	0.00047916328297	0.000875063660217	0.000122889848661	0.000498529775594	5.22120951508e-05	2.23204746066e-05	0.000208248019659	3.90470982837e-05	1.93660908524e-05	1.26168602604e-05	3.76496166996e-05
s	0.117514563815	0.399861854222	0.181665790467	0.0177698055218	0.270901569215	0.0022597635125	0.00259393788107	0.00152621397899	0.00206056286814	0.000412122351453	0.000773694280623	0.000254349294527	0.000406686255306	0.000320904633864	0.000210238684786	7.45399830344e-05	1.54805070627e-05	0.00109016318065	5.46246514999e-05	4.20141101598e-05	4.81490054358e-05	0.000142931580933
s	0.065713382605	0.151678483074	0.249149568156	0.0770080575073	0.243165072072	0.0223144768375	0.0299756784937	0.0455090486597	0.0421487002894	0.00547279913715	0.0187911129935	0.00914003875818	0.0110332714284	0.016369151678	0.00217967518826	0.00110802175434	0.000695466863021	0.00468916929355	0.000296390093833	0.000231103693387	0.000398849581812	0.00293247766031
è	0.051953995535	0.128870483358	0.137784887385	0.147969152502	0.230369609691	0.0326139196125	0.0401012321646	0.0636454978866	0.0558448023298	0.010546422379	0.0307325336645	0.0136150580861	0.0182565624761	0.0215785164593	0.00323232682942	0.00162589085145	0.00096919294434	0.00503906256452	0.000515647731278	0.000395918524462	0.000503271969271	0.00383602059344
r	0.0772059451783	0.140458027786	0.186732129128	0.122708370834	0.25734558323	0.0191576708708	0.0242075393882	0.0378721419622	0.0446813983433	0.00727103544633	0.0195646625548	0.00768522686203	0.011022934092	0.0163039757198	0.00311914080981	0.00400061225048	0.00123718313811	0.0162212703215	0.000699359343759	0.000566296734821	0.00030074726509	0.00163874425115
e	0.0696919513928	0.139440425929	0.222119831043	0.206971623611	0.201264707743	0.0122428052903	0.0161131396294	0.0254887954541	0.0387805418478	0.00277233537544	0.0113456215183	0.00410836072534	0.00489764525067	0.0144101794793	0.00265248408194	0.00456992547049	0.00127197764154	0.0197792150641	0.000583045012586	0.000489811022607	0.000202251892463	0.000803316382717
m	0.0298156811309	0.117029961976	0.170090988348	0.375960251204	0.234915165914	0.00838228999677	0.00629321227647	0.0105122650514	0.0135729361826	0.00123853598515	0.00848990183943	0.00149701919978	0.00229827320356	0.0055002023991	0.00122592670598	0.00229207904383	0.000745773276013	0.00809518277827	0.000339564712195	0.000417421248536	0.000252078258254	0.00103532041324
u	0.0153566232636	0.047354135992	0.122818829116	0.554612637068	0.217259571971	0.00792138489892	0.00312933495882	0.00547995545047	0.0052054602542	0.000681352981717	0.00648729814648	0.000628875185927	0.00146739844119	0.0025280732088	0.000741499856993	0.00152599144811	0.000569919124391	0.00420299552976	0.000255947498198	0.000389635025479	0.000268405448485	0.00111474960275
p	0.00922119497453	0.0247952039973	0.0683061870387	0.519577522356	0.287835110657	0.0183100829663	0.0127262356196	0.0162636968168	0.0161978831114	0.000761682793906	0.00560122191549	0.00200605609464	0.00188778935373	0.0034814024787	0.00123351904066	0.00222917924954	0.000560837440517	0.00716185231359	0.000485545750199	0.000501599667793	0.000162309631895	0.000693930852583
e	0.00689905546018	0.0146518709324	0.0435644926796	0.518902470785	0.291463918886	0.0363391893221	0.0168812010065	0.0213294820723	0.0199002281371	0.000825407144635	0.00655082730516	0.00246236426655	0.00205605994791	0.00380319989557	0.00140865916189	0.00247225079585	0.000558078328806	0.00814726922853	0.0005631831434	0.000540463836764	0.000127235149198	0.000553116339528
k	0.00480369945539	0.00866899424413	0.0377347935599	0.551889483595	0.290189041629	0.0482369824407	0.0100941361355	0.0130737518241	0.0077997551457	0.00129345622821	0.00820199610172	0.00132579315718	0.0029309799793	0.00185929106786	0.0010355559023	0.00203651687795	0.000735321624902	0.00420967653351	0.000789598741133	0.00153389849309	0.000391305078299	0.00116598298184
a	0.0042245843318	0.00666685048138	0.0363021080866	0.401568834532	0.324635960543	0.165625230814	0.0181229403785	0.0119439662747	0.00427093074857	0.0014792129894	0.00841186013391	0.000977881422393	0.0033165892931	0.00121791351595	0.000916512400767	0.00189112411198	0.000795277772867	0.00290544389784	0.000865629095378	0.00186492566746	0.000480066081233	0.00151613906061
e	0.00208467802393	0.00687434622713	0.0160923717289	0.273083419511	0.277627513514	0.330477930271	0.0594399567928	0.0162952617582	0.00305185481619	0.000725282876467	0.00802542914464	0.000373416885131	0.00139532246103	0.000436822725983	0.000340051894589	0.00065172196666	0.000268565092522	0.000988542830613	0.000293892987459	0.00062593807792	0.000162532341211	0.00068510007687
n	0.00343780490798	0.00836197107571	0.0159435557096	0.13243874917	0.288540014505	0.36677373009	0.0940791555976	0.0338185865861	0.00686371747206	0.00420279899216	0.0193130627149	0.00102706693604	0.00479314538368	0.000827745669328	0.0010901839592	0.00176798533222	0.000815115834507	0.0015081641882	0.00133996093649	0.00274583114497	0.00158128157274	0.00873031368229
è	0.00358506523599	0.00640422595857	0.0146934571699	0.0812150630567	0.185120680835	0.44450981003	0.141883851866	0.0526653675287	0.010681719824	0.00569524326405	0.0199690496716	0.00162539104535	0.00604179179456	0.000967864231776	0.0013935907164	0.00215376052407	0.00100737325817	0.0016811359034	0.00170533367816	0.00345781181199	0.00206899740758	0.0114733835508
n	0.005544064012	0.00743313258619	0.0146986536566	0.0541577413522	0.125422352945	0.504743646677	0.180400820622	0.0567706511762	0.0105127619413	0.00319249788802	0.0109876179905	0.00112302387178	0.00365139459819	0.000515003095925	0.000822239335467	0.000998839688023	0.000434646712723	0.000717675635133	0.00075411780872	0.00151766496766	0.00350088601919	0.0121005425069
a	0.00599940023067	0.00656241094206	0.0139629642855	0.0403007065174	0.0935806252483	0.414234602226	0.290217306874	0.0822177970587	0.0186324789804	0.00210354428267	0.0086864605635	0.000602873630593	0.00273087235273	0.000345207889308	0.000583675246822	0.000598540284341	0.000232323404241	0.000395070599711	0.000420073373573	0.000864954792353	0.00399263784306	0.012735458569
f	0.00463669097022	0.00496315339402	0.00846756816183	0.0198937705725	0.0434570560161	0.346737044075	0.381217748958	0.10107633902	0.0363386833268	0.00527448921422	0.0185307430878	0.00152474682686	0.00525665560424	0.0016684096771	0.00141435118394	0.00250861354978	0.000794787721414	0.00085067999457	0.00165975507852	0.00367966346725	0.00206312425102	0.00798593125633
à	0.00423559547674	0.00463513896467	0.00675572915394	0.0129531850575	0.026903797372	0.286859844692	0.361622302986	0.155841433007	0.0771911294423	0.00830033593807	0.0221853394959	0.00272526544229	0.00625914198475	0.00223904366237	0.00184582266131	0.00321082672659	0.0010120503238	0.00101937353819	0.00211096905951	0.00462999419075	0.00141055375501	0.00605314099878
