 	lo	posso	finire	di	scrivere	</S>
o	0.72285622	0.2581111	0.010635845292	0.0063328596395	4.764913109e-05	0.0020162788929
s	0.561660983333	0.264253863333	0.00545459395867	0.133708494973	0.0299106334011	0.0050113766929
ò	0.375123301111	0.396908104444	0.00578389121956	0.176282247511	0.0398707199604	0.0060317139743
z	0.35905073037	0.532308914815	0.0251954276399	0.0621297606903	0.0155673208135	0.00574786673477
o	0.325594669357	0.547727131605	0.0482060582133	0.0632969892301	0.00754985027783	0.00762528191159
s	0.126177140019	0.474920523868	0.149613608404	0.136392859743	0.0794082247659	0.0334875916372
p	0.0574129198163	0.184382598289	0.330737429468	0.204990653248	0.113262781589	0.109213557212
i	0.0194202766621	0.0760705470963	0.504529793156	0.244512934416	0.0478556319163	0.107610770737
c	0.0258383888007	0.0535984406988	0.485341924385	0.196852351472	0.163278075359	0.0750908152457
c	0.0282121613202	0.0369429790996	0.532824691462	0.0908727861573	0.22161683712	0.0895305217486
è	0.0527676034934	0.0896623375665	0.580199660487	0.113376267719	0.09573379354	0.0682603085829
t	0.0752768678311	0.125616151855	0.549607626829	0.155566225906	0.0487176480133	0.045215489861
s	0.049439073277	0.0777029259517	0.477953562276	0.144329935302	0.0420819870044	0.208492522287
i	0.026218927995	0.0433229887172	0.228820037425	0.415466521767	0.0252019284015	0.260969599096
à	0.009404225701	0.0247252079724	0.092944943475	0.766704690589	0.00906223746717	0.0971587246987
t	0.00481064470033	0.0197831973241	0.0781891474917	0.721368020196	0.122621024422	0.0532280002329
s	0.00453821510011	0.0116765714414	0.0737240958306	0.416535583399	0.270047201474	0.223478325411
e	0.00342205287904	0.0069211543138	0.0312806146102	0.433116264466	0.201122769158	0.324137115137
g	0.00492709560535	0.00767581427127	0.0668908728701	0.481258031489	0.168722808386	0.270525358379
r	0.00657849303512	0.0101097747571	0.0822051149567	0.33863223383	0.213940032795	0.348534342793
à	0.00487132951171	0.0244488032524	0.0332804073189	0.43955032461	0.171448480932	0.326400647598
t	0.00379545213724	0.0279666185175	0.014777445773	0.371085021203	0.407303963644	0.175071482533
s	0.00281195697908	0.0115453867058	0.00765638222433	0.142019634734	0.617195381215	0.218771230844
i	0.00184958225636	0.00517537763527	0.00386566785144	0.0749499062447	0.382231449405	0.531928003615
</S>	0.00094305757318	0.00274698826763	0.00196639164072	0.0620406731223	0.194464238203	0.737838651807
