 	vuole	vuole	mangiato	caldo	</S>
t	0.52442774	0.14315087	0.1010414515	0.0745752725	0.15680466
è	0.673646523333	0.0859622533333	0.0971806687467	0.0538938117707	0.089316753492
l	0.812762031111	0.0493305011111	0.0522451944956	0.0208836861942	0.064778614656
i	0.714845083704	0.123343077037	0.0933499914985	0.00999834758473	0.0584635248853
t	0.442157373568	0.148396079679	0.208566033833	0.0270895017149	0.173791018295
è	0.170516592189	0.348331813893	0.238029517944	0.0326830947993	0.210438982525
l	0.113404389396	0.460574287964	0.285052195981	0.0136888418274	0.127280277268
i	0.0900401888553	0.222320288655	0.57058378866	0.0100589076091	0.106996781756
f	0.0419919953418	0.105497512218	0.656190462887	0.082389470203	0.113930539919
a	0.0258341170239	0.063433660206	0.392060330962	0.261452680068	0.25721923664
m	0.0299882795846	0.053746941202	0.344796576987	0.323007536689	0.248460664547
è	0.0413858958615	0.0630426094007	0.523303525662	0.227887885563	0.144380083849
n	0.115318862621	0.152220677134	0.501424688554	0.121234212521	0.10980159295
o	0.129919548477	0.167103207131	0.278290591851	0.295547368174	0.12913931265
t	0.044719803029	0.0570117190303	0.0992718674503	0.594426709391	0.20456989755
r	0.0163204111463	0.0202630766101	0.0367327554234	0.71333461313	0.21334913585
e	0.00548511854827	0.00692774525737	0.0123860484245	0.756710704377	0.21849037195
m	0.00309313354559	0.00356104927312	0.00725564798483	0.782083701459	0.204006437317
m	0.0025899830652	0.00308120602437	0.00590118772828	0.599964467153	0.388463152439
ò	0.00548558917173	0.00723614477479	0.0387431873094	0.343504599051	0.605030500813
</S>	0.00923425908587	0.0119569513874	0.0739513436547	0.301261064525	0.603596400406
