 	era	molto	stanco	</S>
ì	0.93236185	0.0177777379265	0.0220736357759	0.0277868297065
o	0.93113083	0.0471083765932	0.00812946730923	0.0136313663732
n	0.655670146667	0.0988198155311	0.0211719153031	0.224338156791
e	0.287688655556	0.221360725177	0.0383039014344	0.45264672893
p	0.114277541185	0.253062038392	0.191803045478	0.440857379643
o	0.0456265052363	0.284026662797	0.365719648493	0.304627179881
d	0.0173304591534	0.372351247599	0.473004282831	0.13731401496
d	0.00886752565113	0.3537526992	0.541620494277	0.09575928332
h	0.0199256985837	0.268865281733	0.538268544759	0.172940447773
ì	0.0229364411379	0.132253475911	0.676725128253	0.168084955924
s	0.021261822656	0.0770565319703	0.827916776084	0.0737648799747
t	0.0207129332853	0.0838117873234	0.847087908695	0.0483873579916
r	0.0075264618951	0.0789936507745	0.859486652898	0.0539932249972
à	0.0028236401017	0.0427434928582	0.849376460966	0.105056400666
k	0.00335719157057	0.0239184478861	0.849064416989	0.123659966889
k	0.0182725009902	0.0347487992954	0.765323158996	0.181655568963
o	0.0208972742367	0.0298290532651	0.547212732999	0.402060942988
</S>	0.0105123029783	0.0150941858825	0.442321486499	0.532072021494
