 	è	che	è	entrato	da	qui	</S>
è	0.94713575	0.041637814	0.001814229685	0.000972561534	0.0034796432695	0.0040692263527	0.00089077669614
n	0.85531085	0.0952164213333	0.0204023535183	0.0239010447673	0.00337332393617	0.00139069209603	0.00040527987614
a	0.518116462533	0.198335767111	0.245049715173	0.0337956400224	0.00387763757872	0.00052571399201	0.000298971728713
m	0.175561926044	0.203573705704	0.378645005058	0.183571155107	0.0341530868929	0.008877184214	0.0156178361662
b	0.0613996502147	0.127040888568	0.274335665019	0.436839128369	0.044324499531	0.0130256610713	0.0430344473887
ì	0.0264954796049	0.0825763281893	0.18114151834	0.616715076123	0.0415881937437	0.0105044420238	0.0409789427962
k	0.016354953535	0.0413071237298	0.0890415394467	0.778897025374	0.0437834562479	0.0084906914646	0.0221251755987
e	0.008691896045	0.0206907205766	0.0938294798156	0.634271641791	0.224495627083	0.00418411061153	0.0138364941996
a	0.00353124095833	0.00859866082553	0.0964792496052	0.27989486393	0.317831749028	0.281339913537	0.0123243387332
p	0.00145910779611	0.00363085140851	0.0427998315351	0.09774851131	0.148580332009	0.684799437846	0.0209819439111
ò	0.0013524819987	0.0022897771695	0.0232114331784	0.0696729891033	0.170846876336	0.697265045949	0.035361407637
t	0.0063007593329	0.0072474482565	0.0238558300595	0.0778440617011	0.193727192112	0.64607504865	0.044949632879
t	0.00760821741097	0.00842812051883	0.0172255117865	0.046894112867	0.098650210704	0.754213982883	0.066979813293
u	0.00292639281566	0.00320315442378	0.00711819241217	0.0162611086733	0.0463284581347	0.849110477628	0.075052190431
</S>	0.00146548497583	0.00160387693814	0.00360382378108	0.00813465246315	0.0241156809173	0.898125613814	0.0629508142155
