 	il	lenzuolo	vuole	lavato	</S>
o	0.88574195	0.112116175	0.000592605915	0.00062908381293	0.000920150764
p	0.850715933333	0.121964629667	0.00900222593833	0.00420859624626	0.0141085984973
l	0.856064094444	0.0753237212223	0.0129978238794	0.0242268524154	0.0313875218324
a	0.867366798148	0.0741851170741	0.00803356552647	0.0269563564018	0.0234581718775
ù	0.593199612716	0.354958902358	0.0347708368422	0.0090909825806	0.00797965567917
n	0.309904994239	0.520743414119	0.0442140282807	0.0146743343769	0.11046319568
a	0.21386002188	0.50376733804	0.0461003504269	0.0202031161256	0.216069175227
t	0.102063614427	0.435064469347	0.051069917809	0.0299771640419	0.381824871742
è	0.064290036009	0.253558486449	0.270728111936	0.0382390326806	0.373184363247
l	0.0803048365363	0.19397856415	0.356945900645	0.0536492042269	0.315121507082
i	0.0839814082338	0.105990756183	0.151423693548	0.328695128076	0.329909019027
p	0.0292941383663	0.0380499700943	0.0718210961827	0.663392129359	0.197442703009
l	0.0171050776888	0.110502428598	0.0572353637276	0.634221386453	0.180935781003
i	0.0117763140629	0.132740881926	0.0453460205759	0.651918972151	0.158217810334
m	0.026771647521	0.067538564702	0.0485736515253	0.758265890717	0.098850245778
è	0.0343083411737	0.0483994365673	0.0586370135084	0.763641846906	0.095013390926
n	0.106886969058	0.115043928856	0.104660192169	0.565983036969	0.107425936975
o	0.128537509709	0.134577431124	0.109180484356	0.50030701699	0.127397605658
</S>	0.0642908498895	0.0673138278205	0.054958172628	0.659285758495	0.154151407829
