 	è	che	sono	usciti	</S>
è	0.93456163	0.006867461	0.026051861545	0.00669550429	0.025823501225
n	0.85544241	0.014320976	0.0754440432117	0.00336039362333	0.0514321545583
a	0.498990316233	0.204826045333	0.232379237737	0.00240237460778	0.0614020328528
g	0.168696945424	0.260089942111	0.241841794579	0.301769971269	0.0276013889509
u	0.0565809764547	0.101439231037	0.367719513526	0.454557890423	0.0197024596503
ì	0.0217329183516	0.066755273679	0.689713771175	0.207183864808	0.0146141968834
k	0.0120101640172	0.0468799422263	0.552327166058	0.350158056269	0.0386246826278
a	0.00679848963907	0.0253747597421	0.474282497686	0.400365600423	0.0931786508759
n	0.00308692287969	0.0150402821007	0.431816180895	0.464571148474	0.085485462292
e	0.00126186465656	0.00580466652023	0.172108551965	0.482527005158	0.338297906097
</S>	0.00068148197328	0.00365185071011	0.125188190983	0.243618936079	0.626859503049
