 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.8684353	0.115529103	0.00500200115	0.002653477755	0.00627555708	0.0013620584115	0.0003425268825	0.0001196187361	0.000280415417805
j	0.602692068	0.0756246006667	0.257027313483	0.045131921855	0.0130087854133	0.00215548804483	0.0001219409325	6.45203127665e-05	0.00417345096781
i	0.291110924	0.285798347889	0.340657403459	0.0592837458897	0.0151681461781	0.00241716044735	4.58927271667e-05	4.61612737622e-05	0.0054723242
n	0.207460018	0.58780357263	0.170009363451	0.0212386389012	0.00611021726637	0.00183559248153	7.85086487222e-05	5.24264740941e-05	0.00541173794407
è	0.10165977	0.74658372421	0.126694766484	0.0113263564671	0.00535303045546	0.00258165559384	0.000101579829574	7.31096833647e-05	0.00562601102469
k	0.096966864	0.798373574737	0.0827613374947	0.0073550805557	0.00510607345182	0.00206064086461	0.000152452093191	0.000135558516455	0.0070884093849
a	0.0915232196	0.675089091579	0.213625022498	0.00735238341857	0.00365907398394	0.0011056399882	0.00016136807573	0.000137814736872	0.0073463789543
p	0.0446963204667	0.408577156526	0.495464150833	0.0324411411395	0.00684069606131	0.00600788879607	0.000142970153243	6.18408660107e-05	0.00576782581077
u	0.0282291260922	0.166084713509	0.726717616944	0.0544129693798	0.0108849613538	0.00825067899869	0.000142950894414	3.64861907849e-05	0.00524047591542
l	0.0151351599674	0.0771357578363	0.820372505648	0.0640189221266	0.0120325701179	0.00653436806623	8.7802878138e-05	7.3860410043e-05	0.00460903261697
i	0.0107498685558	0.0384653316121	0.766881635216	0.135419087376	0.034511866706	0.00905495502208	0.000212642756046	8.66027155377e-05	0.00461802230566
z	0.0122083157519	0.027508952204	0.692267328405	0.206627572459	0.043903832902	0.0113834420074	0.000313420842015	0.000132742900703	0.00565440386855
z	0.0176802109173	0.158233308068	0.522041866135	0.177039454153	0.031146425634	0.0353022916691	0.00320053060401	0.0163044887236	0.0390514229562
è	0.0132252178391	0.202839540023	0.290274012045	0.287780021384	0.0735303342113	0.058353186223	0.00502564210134	0.0217496944079	0.0472223601521
i	0.00683808104637	0.078101272621	0.160235465348	0.375637333795	0.297596714737	0.054438902741	0.00299478433378	0.00740819760547	0.0167492512374
o	0.00241725373546	0.0262723201627	0.0692832529493	0.226324216598	0.579454034912	0.0865040059137	0.00154306337793	0.00246985815162	0.00573198194913
s	0.00203776369849	0.0101455439299	0.0663502608164	0.226060947533	0.548976918304	0.121605353305	0.000748198672643	0.000963162507507	0.0231118251664
p	0.0019466795295	0.00495454167663	0.0633420127388	0.212190474178	0.287748824101	0.0964192331017	0.00480438707088	0.0363965429792	0.292197280055
ì	0.0021851495065	0.00395117159221	0.0285891833796	0.182788426393	0.228338776034	0.129476755034	0.0100262336903	0.0494999649931	0.365144345352
t	0.0130937075022	0.0144868567307	0.0355406124599	0.204596770798	0.232330012011	0.193145935011	0.00864294339677	0.027540384331	0.270622780451
i	0.0152460462941	0.0159373952069	0.0307051356066	0.105443381599	0.19810226067	0.29372845167	0.0289071764656	0.019534007977	0.29239613015
o	0.00515484259137	0.00542420421563	0.0105900202755	0.0379641703663	0.19237590689	0.526284580557	0.0542018744885	0.007266620022	0.16073779005
à	0.00251119889712	0.00261346825521	0.00671237571183	0.0322506492888	0.146953242297	0.638458040186	0.105762797163	0.002639489037	0.0620987856833
n	0.00826094163237	0.00748966308507	0.0265791025706	0.0840728550963	0.130646052432	0.502949680062	0.107404269721	0.006852196879	0.125745297561
t	0.0160191222108	0.0158930333617	0.0374668898569	0.0952457116988	0.117211772477	0.317204436687	0.0956007972403	0.030687853293	0.27467041252
r	0.0167583817369	0.0195665907872	0.0251030222856	0.0526424195663	0.111813845492	0.193088290562	0.126382200413	0.112221081098	0.34242418084
e	0.0104438306403	0.0133291222324	0.0138591297519	0.0260863868554	0.0809760898307	0.106168596521	0.299459048138	0.145801241699	0.30387657028
p	0.0060256926081	0.00698847604747	0.00727999057397	0.0119091116185	0.0370778099436	0.053556599507	0.319863168279	0.155034928566	0.40226422676
o	0.00454847387603	0.00483389550416	0.00507287018799	0.0070672699095	0.0165285018145	0.0284287995023	0.284203408326	0.227580536189	0.42173623892
d	0.00221208689868	0.00227535098972	0.002569974326	0.00348837357317	0.0077790382715	0.0164334425008	0.274579765442	0.47624348873	0.214418477973
è	0.00149627763623	0.00146389593657	0.00180258998533	0.00241234912772	0.0038215101805	0.0110936464869	0.339363197814	0.527460376243	0.111086145991
g	0.000993544282077	0.000954239518857	0.00115852567178	0.00149392264591	0.00201989241683	0.0053008074823	0.375048669271	0.543846018748	0.069184369997
g	0.00732690376069	0.00764671010629	0.00658863362393	0.00733632078197	0.00956264823894	0.0123671854941	0.297325659757	0.520544722916	0.131301229666
h	0.0131550285869	0.0137632403688	0.012092412208	0.0132501649273	0.017325549413	0.0196598328314	0.334372206586	0.371105944305	0.205275619889
e	0.00887949629563	0.00907344504293	0.008456416436	0.0091053238091	0.0117711716543	0.0130605643905	0.196420801195	0.308542988102	0.434689759963
</S>	0.00496602979782	0.00481702940146	0.004607768268	0.00482730715455	0.00618603360215	0.00682562236525	0.103998889097	0.192258804051	0.671512479981
