 	lo	ho	finito	di	fare	</S>
t	0.96700428	0.0106026921	0.00377929848	0.0160885045	0.000334948101	0.002190301565
o	0.905874026667	0.0705389367667	0.00767038581333	0.0146014491667	0.000413094347667	0.000902091575
s	0.798692188889	0.0909906724889	0.0102541699378	0.0557761543889	0.0111750847492	0.0331117304017
p	0.50657322223	0.0413348577296	0.0173504513126	0.366311914796	0.0155828874831	0.0528466398006
ì	0.17273429301	0.17302205591	0.197923362771	0.423246480032	0.0063386861377	0.0267351088202
c	0.06671748467	0.222185268637	0.550422854257	0.144528288011	0.00311635128923	0.0130297624934
c	0.0529464022233	0.112036519546	0.764594018086	0.0509570709703	0.00729920192974	0.0121667861645
e	0.0459927167411	0.0948758598487	0.794621596029	0.0277334777234	0.00911434004325	0.0276620163882
t	0.0476817999137	0.0856661932829	0.741353575343	0.0302904845745	0.0143754917477	0.0806324464627
s	0.0725529149712	0.130794787761	0.504104025114	0.140561048192	0.0271577775826	0.124829428821
a	0.0524669378004	0.14135166492	0.222534205038	0.469948822731	0.0236102313609	0.0900881119403
a	0.0181338811101	0.0621621997067	0.0871290164793	0.65638702091	0.0403753776203	0.13581248298
t	0.0091249337367	0.0266753263022	0.12131883696	0.444639943637	0.112069530873	0.286171444327
s	0.0059376821789	0.0150250187007	0.130961798853	0.180582303879	0.157450346958	0.510042841442
è	0.00317085475963	0.0084129021669	0.051996059151	0.17029004396	0.278476618986	0.487653490481
k	0.00394659291988	0.00795662528897	0.0306052943837	0.169837729987	0.582763896329	0.204889822494
à	0.00461496703996	0.00730842639632	0.0169596011279	0.083316055329	0.780043058776	0.107757869831
m	0.00495657561332	0.00756665053211	0.00958275137597	0.0523093751097	0.815274399592	0.110310271277
i	0.00367055321444	0.00538804649737	0.00579208849399	0.0218843071699	0.572971619864	0.390293391759
</S>	0.00186878697222	0.00284798022868	0.0029081768	0.0121606517849	0.310400889932	0.66981349588
