 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.90517858	0.08834659	0.000447322975	0.0002930039877	0.000917146641	0.00026133995323	0.0001423430726	0.00012681381895	0.0005929439997	0.0004608980904	0.00061521882825	0.0012427528045	0.00110594941265	0.0002018490457	3.694031325e-05	8.168115335e-06	2.2213025e-05
ò	0.581691844667	0.415042763333	0.000705160758333	0.000119173500367	0.000689391274333	9.41593555633e-05	6.20454726e-05	4.302189659e-05	0.0002049933192	0.000154830839247	0.00030471410825	0.000422657411167	0.000372974890983	6.79445868867e-05	1.26326224083e-05	2.884495127e-06	8.83079388767e-06
t	0.261315442889	0.692651307778	0.00667720251944	0.00528818557946	0.0181903084248	0.00579570440419	0.00446038510753	7.19039765033e-05	0.0003806420259	0.000357904645262	0.00217350701608	0.00109064534372	0.000936548841994	0.000184333146816	2.82932879611e-05	5.1641452501e-05	0.00034603440685
t	0.196578950963	0.481073337259	0.0248258305065	0.0493367141932	0.0661977451416	0.0387430348014	0.115492597036	0.000182661532168	0.00165115284197	0.000854180298421	0.0113262942387	0.00789996851457	0.003407328814	0.000626879792272	0.000173535252654	9.95111475003e-05	0.00153026916895
e	0.109845607438	0.510453993753	0.0338831521688	0.0588452516344	0.0647318119039	0.0439808519538	0.148080648872	0.000162142823093	0.00176743206467	0.00071356665869	0.0124240474842	0.00923036579652	0.00342296655683	0.000613495499991	0.000197893605991	6.48034623824e-05	0.00158193419829
o	0.0366970924893	0.786699597918	0.0587849397229	0.0199046775815	0.022291206958	0.0146895236393	0.0495316162503	5.43557835877e-05	0.00059266193624	0.00023857502768	0.00544232313273	0.00310359150251	0.00114825707678	0.00020570175963	6.60021169993e-05	2.16388096965e-05	0.00052817241457
G	0.0189633753898	0.609029445973	0.260782384908	0.0344735693272	0.0305271884527	0.00615196074777	0.0187091536834	0.000437940731383	0.00129233984275	0.000323363538127	0.00452864641091	0.00118477960617	0.00060312273126	0.00065551484361	0.000944365315562	0.00402728331892	0.00736554417802
i	0.0132835761966	0.517742575324	0.361106714969	0.0395586596091	0.0329687471842	0.00331717405392	0.00857714544113	0.000570154084128	0.00155090480425	0.000352422855709	0.00296700736697	0.00052575126899	0.00041717800642	0.000805009969503	0.00123726936123	0.00536279811807	0.00965694777667
u	0.00468246726553	0.544043788441	0.39655290499	0.0201778590364	0.0188253254281	0.00133837495597	0.00559381906038	0.000194899700463	0.000548459984417	0.000119760623303	0.00182483138566	0.00022653147993	0.000161919894807	0.000272082178134	0.000412610201373	0.00178812211709	0.00323625869856
v	0.00290265455518	0.299472353814	0.545593581663	0.0923621190121	0.0323170338094	0.00104691561866	0.00914851488679	0.000339795975574	0.000828220021139	0.000328327282834	0.00277637582855	0.00018970284331	0.000200284108269	0.000418731926045	0.000783920725381	0.003382829105	0.00790861595519
à	0.00237842966506	0.111232933271	0.691175987221	0.132500929671	0.0326559896031	0.00099903550622	0.00923409506226	0.000556525668525	0.00111384594038	0.000498047030945	0.00243297882285	0.000183090481103	0.000225931032756	0.000484802865348	0.00091951606746	0.00392374463	0.00948412447506
n	0.00679333903502	0.0560082970903	0.798830922407	0.0909438432237	0.0178942445344	0.00090677436874	0.00738791512075	0.000446515329508	0.000987377046793	0.000793173546982	0.00344328012095	0.000325090560368	0.000465975627585	0.000621584611783	0.00097300301482	0.00317886213833	0.00999984098169
n	0.0139217856783	0.10429829403	0.783529520802	0.0592694270746	0.0104036536448	0.000651832796247	0.00573360536358	0.000282652433169	0.000814597472264	0.000807036968994	0.00368698213365	0.000330689926789	0.000521219822528	0.000657483460594	0.00102252137161	0.00308003442611	0.0109887004272
i	0.0104098830761	0.106491869943	0.651365453601	0.175336195025	0.0361923836816	0.000710667672082	0.0101147591112	0.000146702646723	0.000429260320755	0.000297665787331	0.00178048110455	0.000197782302263	0.000198944740843	0.000231913470331	0.000385033865437	0.00118632355757	0.00452467281573
ì	0.00351444896103	0.0384124809143	0.454643407867	0.261318788342	0.209939127894	0.00168799289069	0.0235662763704	6.0621192541e-05	0.000240579037585	0.000112620233944	0.00236258453485	0.00121542345409	0.000646404133614	0.000204016093577	0.000132863817046	0.000400424896723	0.00154187476858
r	0.00347903840601	0.0178820896381	0.291885965956	0.289200099447	0.298107385965	0.00672447106356	0.0591002927901	0.000266818432147	0.00113318796986	0.00102645697181	0.00659901254495	0.00273522751803	0.0028565630112	0.00411942177453	0.00344443742602	0.00304867997424	0.00839077417953
t	0.00441098213534	0.017365382546	0.191538168652	0.334610256482	0.183387925322	0.0122731453545	0.0670247315967	0.00401360008738	0.0189072638233	0.00963867982394	0.0157787288483	0.00575176083934	0.00659615800373	0.0119881772582	0.0334166724753	0.0170657436581	0.0662325603932
e	0.00243453362835	0.0147161395487	0.129126600884	0.277877402161	0.303491305107	0.0172088121182	0.0357146021989	0.00501856400736	0.0238074981811	0.011529420784	0.0162474728161	0.00841785727978	0.00679614423458	0.0109198265527	0.0400636675251	0.0188835935594	0.0777465252077
è	0.00083225346835	0.00647645941623	0.0669095962947	0.181386929054	0.585566135036	0.0311445450394	0.0398605150663	0.00167565064112	0.00796553413503	0.0038519012849	0.011680594472	0.00894253609326	0.00390430671153	0.00400087713757	0.0134116713594	0.0063614181438	0.0260290400679
s	0.00150360009845	0.00494084147208	0.0409991500982	0.134264108018	0.546452171679	0.0595472860131	0.0977603133554	0.00116178640747	0.00455106267968	0.00248092594253	0.0200991941573	0.0105428216978	0.00626679363718	0.0114537321992	0.0176202272708	0.0117419976653	0.028613962278
s	0.00249060616615	0.00531963279069	0.0322715783661	0.157523389339	0.328316203893	0.0740034453377	0.102436611452	0.00861793266916	0.0278199036932	0.00881799231418	0.0297258413858	0.0107005245659	0.00883287297906	0.0195364917331	0.0418493904236	0.0342858408884	0.107451746426
u	0.00161489972605	0.0039753114969	0.0214431065554	0.117475686446	0.374049431298	0.113121115113	0.0519391638173	0.0105291262464	0.0339469342311	0.00978226102806	0.0283533691286	0.0267017078553	0.00726843862635	0.012726258511	0.0370239824912	0.0331096826295	0.116939519809
t	0.00289058471268	0.0044220772323	0.0162267549518	0.0858828771487	0.369280452099	0.207213171704	0.107052097606	0.0066887279388	0.0235850907437	0.00542216949935	0.0346052157095	0.0338542496184	0.00615142800878	0.00761116477033	0.0203357411804	0.0224225678765	0.046355613603
o	0.00331673696623	0.00452879870077	0.0132671740839	0.0632637650496	0.281151932366	0.307797087235	0.118871393202	0.0056068303796	0.0222802487479	0.00415222122312	0.0393887445698	0.0623175502061	0.00767694726959	0.00624462722344	0.0149393309935	0.0207024196255	0.024494175201
v	0.00203492818408	0.00259517052359	0.00867508712797	0.0461701160165	0.238734834122	0.369837079078	0.128329931734	0.00604775235987	0.0200301987493	0.00563554556437	0.0519347285233	0.0763611537354	0.0072303478232	0.00338063464115	0.00644147693117	0.0115920112085	0.0149689618337
r	0.00245880592803	0.0032445438412	0.00904785584266	0.0435548790055	0.132380853374	0.281831908359	0.130958680578	0.0620036387866	0.140786704916	0.0321260445215	0.0517923108411	0.0366353809118	0.0040375093744	0.00241084334705	0.00585903497706	0.00910395240283	0.0517670327112
à	0.00177097652268	0.00256582235707	0.00579209038089	0.0234088161352	0.0822457531247	0.23998549812	0.065942741526	0.0799065302622	0.175195509472	0.0409152061738	0.0356346516137	0.143825766304	0.0240173411581	0.00389836178235	0.00483374633902	0.00648476352428	0.0635764619037
i	0.000691356294227	0.00102335307902	0.00249693600696	0.0104069218551	0.0403072480416	0.223096279373	0.042822538842	0.0300424751741	0.069857258324	0.0181738524913	0.0749618538712	0.352405685435	0.0976673870527	0.00729688072745	0.00192519852634	0.00297531989809	0.0238494829679
ì	0.000255133908076	0.000420734559673	0.000975375848987	0.00376600951837	0.0163687835139	0.119757819791	0.0177186970807	0.0111217164447	0.0350731607747	0.0079498705971	0.0914267656237	0.500998578478	0.172431769018	0.00905633407582	0.000848349195447	0.0019912521327	0.00983965492263
