 	la	casa	la	costruisce	il	mastro	</S>
o	0.73563105	0.2571501475	0.001308943225	0.001843392971	0.00351769744817	0.000220690535567	0.00032813188
s	0.614294916667	0.259886274833	0.009815661025	0.088077497571	0.0166909243482	8.05312475673e-05	0.0111542269467
p	0.428452540222	0.143724760611	0.175602492675	0.150447675857	0.0783204581161	5.18200711891e-05	0.0234002546489
ì	0.213684571407	0.33484006687	0.263814264225	0.0869038289523	0.083938230472	5.2631987063e-05	0.016766432383
t	0.241614167136	0.421497218957	0.143962475408	0.0666659433174	0.099464617924	5.28281703543e-05	0.0267427706277
i	0.199230672645	0.416227949652	0.181778695803	0.0644812687725	0.108333101641	3.57574447681e-05	0.0299125493926
o	0.066931911615	0.351773503217	0.456500585268	0.0723052705908	0.042193653747	1.23291518394e-05	0.0102827609209
f	0.026520941005	0.135114220406	0.513234275089	0.16939722353	0.057426395449	0.000138357354213	0.0981685895803
a	0.0129672483467	0.0544228081353	0.499966568363	0.223126427843	0.072974558483	0.000194004600071	0.136348348193
b	0.00943382046057	0.0287475727118	0.497258459454	0.319339462614	0.050844870161	0.00016187693869	0.0942139143977
b	0.00875835548686	0.0693989555706	0.342494573151	0.299484500871	0.031714616387	0.00119751183623	0.246951484799
r	0.0169749401623	0.165863341857	0.24783184105	0.120750144624	0.0140576277957	0.00163586107874	0.4328862616
i	0.0193676569208	0.150260064952	0.181463483683	0.259047145875	0.0430690425986	0.000981452472913	0.345811190533
k	0.0175778511736	0.0693095883173	0.162735114561	0.493400931958	0.0672550741995	0.0010318761043	0.188689566844
è	0.0186363153912	0.0405152711058	0.148517558187	0.578264970653	0.0651188300665	0.0305866726014	0.118360359615
i	0.00809576358373	0.0170244705086	0.097959042029	0.464296346884	0.311079358689	0.0400444507971	0.061500569205
o	0.00276074155691	0.00584297431987	0.0342174174763	0.226202048961	0.683236499563	0.0134164818457	0.034323858635
m	0.0011112188413	0.00214941755029	0.0139788441921	0.14385700632	0.815080179854	0.00517772666523	0.018645600445
à	0.0013460320271	0.00149564111676	0.0128051589307	0.154775552107	0.753565793285	0.0433698799551	0.032641910815
s	0.0022161849757	0.00199556933892	0.0120483140769	0.110483191036	0.493662216428	0.341521956652	0.038072544605
c	0.0036807893919	0.00434448791297	0.00956224612563	0.047255779012	0.234922147476	0.466353262217	0.233881245868
i	0.00347208856397	0.00455601843766	0.00833603730854	0.034043329004	0.349295082492	0.235936422406	0.364360981956
a	0.00150019205466	0.00194029294589	0.00469393453618	0.0252134941013	0.408676364164	0.0932800621687	0.464695650652
</S>	0.00084153632733	0.00109472547294	0.00290474801809	0.0164433022007	0.292946202082	0.0474680606343	0.638301425326
