 	ho	messo	uno	specchio	sul	muro	</S>
è	0.53183536	0.455301456	0.00131887254	0.00051908806	0.00435499731	0.005992419209	0.0006778424435
v	0.410891293333	0.578928398667	0.00599311304	0.000402749103333	0.001476711525	0.00203061470033	0.000277148086833
a	0.332277090778	0.642412226222	0.02322670768	0.000580108801111	0.000519135249	0.000708237009777	0.000276466728944
l	0.119946269926	0.634114452074	0.181112293893	0.0551695935904	0.00240562560867	0.000417016488259	0.00683475533298
a	0.0472241373087	0.352658400691	0.511509327964	0.0760053405301	0.00311821228622	0.000343487352753	0.00914115231099
è	0.0199477704362	0.354667693564	0.567323215988	0.0394691261767	0.00889593251207	0.00126167177425	0.00843461530366
n	0.0225137721454	0.381092424521	0.473094248663	0.0950281987256	0.0120633331707	0.00158747316808	0.0146205701012
a	0.0200240508751	0.18982552724	0.586295552888	0.173452566242	0.00800021539023	0.000786115266027	0.0216160110337
n	0.0109876416184	0.0763565568133	0.506400487629	0.336935182081	0.0419721611301	0.000589511838676	0.0267585090112
j	0.00878287123947	0.0388364969378	0.360838132543	0.51463420736	0.0515583682434	0.000332887195559	0.0250170600037
a	0.00424856117982	0.0147861347793	0.349421884181	0.571318282453	0.0422489206145	0.000344830731186	0.0176313976679
l	0.0197812836266	0.0273741080598	0.247370421394	0.429408167484	0.0531533622048	0.0636488617771	0.159263833556
ì	0.0248633146422	0.0317566472199	0.122572822798	0.231571549161	0.0727690494016	0.281573513926	0.234893114519
s	0.0391844459807	0.04503436694	0.0916729899327	0.247900783054	0.119659366467	0.295994574975	0.16055347484
t	0.0456899733269	0.04947750838	0.106222763311	0.237375951018	0.344243468822	0.103952636208	0.113037699613
o	0.0173812555423	0.01704830789	0.075139044437	0.144491800339	0.644273556274	0.035196867686	0.066469151871
t	0.00983972594743	0.0107232623267	0.0362460941457	0.080298396113	0.515433858091	0.0963010706287	0.251157577957
ì	0.00727546293914	0.0086440205089	0.0180491593819	0.0328729584377	0.197707129364	0.31161079021	0.423840482652
c	0.00267576253638	0.00315539686963	0.00656019016063	0.0129003436792	0.076726759788	0.616458796737	0.281522740884
h	0.00683874411213	0.00643167092321	0.0106270750869	0.0240499910264	0.102599462596	0.679006698912	0.170446370295
o	0.00920415700404	0.00857806044107	0.012879185429	0.0269007816755	0.107848148532	0.404726914971	0.429862800098
</S>	0.00635426695202	0.00616455892054	0.0082107133145	0.0143930838377	0.056622070766	0.235612280485	0.672643065049
