 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.1413349965	0.2567875945	0.04641923	0.055957928	0.0438641565	0.18660097	0.2606992	0.0083358956
è	0.374374839833	0.101191466167	0.0419244278667	0.0452820524367	0.035919599586	0.161938872992	0.235742950608	0.00362575501733
l	0.702301079944	0.101048140389	0.0199183551556	0.0205159115822	0.0145472288147	0.058016656656	0.0813201628107	0.00233244148978
o	0.518913534648	0.346282226796	0.0578046083852	0.0136511335274	0.00788823697157	0.0235294330787	0.0300292393802	0.00190158646926
k	0.231291869549	0.518824182265	0.0864831594617	0.0502852918425	0.0134040051572	0.0108258632196	0.0120775372367	0.0768081175624
a	0.12433760985	0.572934100755	0.106774659821	0.0632728672808	0.0150304978857	0.0066338918732	0.00626046011223	0.104755914187
i	0.0572728335167	0.477626420252	0.25883788994	0.14169658576	0.0106075467952	0.00482406689107	0.00694005373741	0.0421945930623
M	0.0332035080722	0.202204572084	0.26230423998	0.33801641192	0.0957665705984	0.00585285609702	0.0082770752458	0.0543747730208
a	0.0474848326907	0.204471816028	0.231014569993	0.290920348973	0.119004974633	0.00395192333234	0.00462287701527	0.0985286696736
r	0.0787836508969	0.304829575343	0.216048667664	0.122919517991	0.047310544311	0.00559249207745	0.00777639527176	0.216739169891
ì	0.0693672066323	0.225980658448	0.313348456888	0.0967879193303	0.0436376491037	0.0119306023591	0.0234603497573	0.215487156297
a	0.0267214475974	0.0880113059493	0.357759999963	0.321021379777	0.0784412090346	0.013244935453	0.0260024065858	0.0887972784323
è	0.0111053863191	0.0366145777831	0.236033904321	0.453607193259	0.164878673012	0.0132938208177	0.0250114705286	0.0594549394774
n	0.0184525225064	0.042458395261	0.214000194774	0.30630575442	0.272433051004	0.0155520836059	0.0305623108429	0.100235683159
a	0.0188352050688	0.0373862086137	0.113788878258	0.211282514807	0.301219397001	0.0319345525353	0.179649359281	0.10590385672
r	0.0263644742563	0.0360179463979	0.0649722194193	0.157677698269	0.351998079	0.0361873325118	0.223176704094	0.103605504573
t	0.0293344329188	0.0362412563326	0.0993640264731	0.278700302756	0.341529449667	0.0171960027039	0.0780110840313	0.119623401524
i	0.0103181530796	0.0128554529875	0.100090153824	0.367765014252	0.297097186556	0.0246369044346	0.0418046853438	0.145432413841
à	0.00406078179987	0.00503158453917	0.0445527047413	0.212367337417	0.228660723185	0.0956086448115	0.155571134115	0.254147077947
v	0.0120848364333	0.0121990260464	0.0280535073804	0.0823876078057	0.144296362062	0.158961234937	0.266713688038	0.295303742649
v	0.0381191184778	0.0353633630155	0.0929767731268	0.0640908852686	0.164097267354	0.155628561646	0.229609452679	0.220114586216
r	0.0396413471593	0.0362476270052	0.108655309376	0.0561154677562	0.118587299118	0.129284467215	0.19174116756	0.319727314072
i	0.0161904003021	0.0150538615587	0.0415480581053	0.0271794751521	0.0484700040393	0.0923069690717	0.161887719187	0.597363494691
</S>	0.00810085552455	0.00753274061485	0.0208363340226	0.0138814674261	0.0244312135197	0.0711081295358	0.133758034593	0.720351197346
