 	voglio	che	Maria	viene	domani	</S>
t	0.1553513855	0.24041833125	0.0655550675	0.0450590125	0.47656905	0.0170471475
è	0.381296518833	0.09158510325	0.0602121069	0.0386753461367	0.419885337321	0.00834557587667
l	0.726729762944	0.07570380975	0.0266208073667	0.0164324813489	0.149293949762	0.00521918133556
o	0.528907310981	0.358955689917	0.0374760347889	0.0110943502163	0.059386698954	0.00417989407252
e	0.189007836327	0.471977006639	0.20723972993	0.0535954941721	0.071414682018	0.00676520431817
M	0.113648278109	0.27745237888	0.35807856331	0.120120378057	0.112792115339	0.0179082834394
a	0.11580628137	0.455267826293	0.239841845437	0.0945271120757	0.0762471039463	0.0183099039131
r	0.10278203079	0.610905442098	0.090663835479	0.0354169674152	0.0338177348154	0.126414084738
ì	0.0903940165967	0.415174060699	0.177579384493	0.0402552448051	0.0937953809385	0.182801942913
a	0.0522163023322	0.195030628233	0.425068071498	0.0602102912684	0.122000479313	0.145474222304
n	0.0239434622441	0.151592810744	0.457811457166	0.0607837484228	0.070494320771	0.235374210768
a	0.0140874638147	0.130845010148	0.316112529055	0.0912791928076	0.22661533559	0.221060476923
r	0.0584964416716	0.143752389949	0.220200393018	0.124103097603	0.26976375353	0.183683948974
t	0.0828958108905	0.172798603316	0.326623194339	0.100857237201	0.0981430698433	0.218682142991
i	0.0374991226235	0.0837365873053	0.411643931446	0.141308327067	0.0616278802811	0.264184197664
à	0.0141747353345	0.0327452969684	0.243383494815	0.180268295689	0.206917060094	0.322511142555
v	0.0277057575782	0.0534876353228	0.138100935938	0.157540571896	0.337473653365	0.285691477518
v	0.0556299841927	0.0806074097743	0.280489941979	0.147303112632	0.257707747788	0.178261830506
r	0.0539393470642	0.0623533222581	0.308351403993	0.114884449544	0.222396065929	0.238075438169
i	0.0283779493807	0.03178504334	0.125498331591	0.0632530271813	0.235010528643	0.516075126056
</S>	0.0141933342293	0.015906192051	0.0629152261855	0.0321299145907	0.209738824322	0.665116483028
