 	sto	ancora	cucinando	</S>
s	0.78380502	0.1586673594	0.0095770678	0.0479505365
t	0.601465223333	0.280225456467	0.0704111471333	0.0478981551667
e	0.554288537778	0.306490152156	0.0918055643778	0.0474157299222
a	0.425368513793	0.523518464052	0.0328591089593	0.0182539046407
n	0.144128392564	0.510504337351	0.316726955153	0.0286402913469
k	0.050991538288	0.17870690845	0.424522191051	0.345779330449
ò	0.039707220096	0.334689149483	0.167075444017	0.458528136816
r	0.143577780032	0.554437533161	0.102900927339	0.199083708939
a	0.157532619744	0.391024796387	0.28524438078	0.16619818298
m	0.059166895648	0.173103634129	0.617373693593	0.150355750993
a	0.0261396264827	0.0802186513763	0.610230291198	0.283411410331
r	0.0115842172609	0.0463658737921	0.619878767066	0.32217114511
è	0.00977803625363	0.131011391264	0.586108435689	0.273102136703
o	0.00659997117788	0.158242923421	0.508128371896	0.327028742234
n	0.00241501695263	0.0570359633403	0.660260923965	0.280288137411
t	0.00102517050421	0.0198056821468	0.691056234655	0.288112949137
a	0.000417297055403	0.00696594164893	0.549499608218	0.443117153046
</S>	0.000215133778702	0.00379141947447	0.404799124109	0.591194306523
