 	non	sono	ancora	vestita	</S>
e	0.98193838	0.0092098595	0.007059657335	0.00019004820243	0.001602091459
n	0.704075593333	0.0369175965	0.135473558778	0.0160844807158	0.107448786459
ì	0.327352567778	0.312018012167	0.189731814259	0.0226967650386	0.148200839153
m	0.175619457593	0.673697784056	0.0816228475863	0.00924816487953	0.0598117577177
e	0.0863312608643	0.592790138019	0.267568510695	0.00661010302651	0.0467000269059
a	0.0310794578548	0.27967313934	0.643108626898	0.00546981220217	0.0406689776353
n	0.0119913925183	0.13391201978	0.547759917299	0.199766674927	0.106569947878
k	0.00825906817277	0.08944214726	0.207176320766	0.283652802976	0.411469642626
ò	0.0118438753909	0.05991018142	0.365145236922	0.119810786992	0.443289977542
r	0.0832948394636	0.12180713214	0.522757638974	0.093449503664	0.178690925847
a	0.101183291215	0.136055889047	0.325183199658	0.301560601221	0.136016991949
e	0.0343663314317	0.053411528149	0.303197906553	0.444125960407	0.16489823065
n	0.0120530960672	0.0201785860697	0.259945800184	0.582582513469	0.12523999255
d	0.00437092215907	0.00735719344323	0.091046532728	0.822237451156	0.0749879025167
i	0.00214597909969	0.00307222542441	0.0872989122427	0.804258213719	0.103224640172
m	0.00141369606656	0.00161386065147	0.0851616797476	0.808137354573	0.103673416724
è	0.00340181918885	0.00213091461716	0.161339722249	0.753164751524	0.079962808908
n	0.0129693647296	0.0106921391724	0.20024891875	0.691683917175	0.0844056529693
i	0.0135147814899	0.0123204572108	0.0826884295833	0.557271785725	0.334204557656
</S>	0.00682198561495	0.0062059658354	0.0440923427917	0.347360562862	0.595519158828
