 	ora	ho	finito	di	scrivere	</S>
à	0.9714401	0.0144313567	0.00451930585	0.00758567811	5.3466658e-05	0.00197009210575
r	0.68532343	0.0978219679	0.164775406617	0.0500768787767	0.000439618968	0.00156272943908
t	0.370378783333	0.200791335967	0.323453295539	0.101904482926	0.000590418352667	0.00288173244636
e	0.239460873444	0.405821001989	0.271027448513	0.0809945793087	0.000238475710889	0.00245761600545
s	0.121844182148	0.46482787733	0.241510312838	0.165537998103	0.0044403810003	0.00183922975848
p	0.0712649141493	0.27182677911	0.233183890946	0.415386632701	0.00587942263343	0.00245834858616
ì	0.0241340938031	0.242069223037	0.359861170315	0.3702276231	0.00201480323948	0.00169306323839
c	0.00919683005437	0.207025913012	0.639283223438	0.126903833567	0.00975680947483	0.0078333644558
c	0.00743450815146	0.105139489671	0.817866717813	0.045385955789	0.0133376128249	0.0108356705519
e	0.00814046805049	0.082770798557	0.853648969271	0.036029607863	0.00734659627497	0.0120635592506
t	0.0109095060168	0.0634604641857	0.577074802424	0.037719006621	0.279844914758	0.0309913397502
s	0.0171243913389	0.245835284062	0.222634543141	0.0657781178737	0.398524433586	0.0501032552501
a	0.0132352993896	0.380880061354	0.0863622167137	0.318773189291	0.162846393515	0.03790285035
t	0.0149594694065	0.223486260451	0.116730201571	0.401472373097	0.141381941492	0.101969762717
s	0.0167501582688	0.125348693484	0.126401967324	0.209119361032	0.291708863831	0.230670937572
e	0.0068416533876	0.0794286239947	0.043789651208	0.419159583677	0.25554627641	0.195234167524
g	0.0159706732939	0.0446208884982	0.0698921223693	0.506414457892	0.179377370603	0.183724470841
r	0.0196286042313	0.0452976081661	0.0802927223231	0.326580159297	0.195129643534	0.333071263614
à	0.00972065511043	0.032459608722	0.035276843641	0.515679719766	0.124874251178	0.281988921205
t	0.00836741527014	0.0168080482407	0.0225893408803	0.481334043255	0.367484067059	0.103417081502
s	0.0105853397567	0.0237626990802	0.0181815752934	0.239251851085	0.565798462353	0.142420081601
i	0.00878785295223	0.0238778726934	0.0126794961178	0.245407627028	0.326578375718	0.3826688172
</S>	0.00444155602612	0.0130809668467	0.0064140695889	0.274353928514	0.166912235259	0.5347972936
