 	il	ladro	è	entrato	da	qui	</S>
o	0.950453105	0.0239468456	0.004436383275	0.00177681334675	0.0111069417611	0.0062334031176	0.00204643637271
l	0.801147618333	0.143606823267	0.011443696275	0.00223508078008	0.0224296804278	0.0161595454509	0.00297743337271
à	0.468568979444	0.461892797756	0.0176772540917	0.00279003692669	0.0262868655493	0.0194877615336	0.00329620705024
d	0.262218226481	0.704033312585	0.0148090060306	0.00196272077556	0.0092028855231	0.00652599397187	0.00124782897608
r	0.19483234216	0.741133504195	0.0205048543435	0.0179542628919	0.015744403441	0.00265603503462	0.00717463835869
o	0.11695395872	0.492222922065	0.331887750448	0.0303902242973	0.0181332139803	0.00137903284687	0.0090329186029
i	0.0408558449067	0.176482414355	0.740320683483	0.0239510264324	0.0135931084934	0.00141978765096	0.00337710745097
m	0.0169804133022	0.0778700244517	0.592186281161	0.220918792144	0.0620751271645	0.0108144903837	0.0191548415837
b	0.00992569433407	0.0471393454839	0.254113120387	0.500875817381	0.0744690807215	0.0149463544612	0.0985305571946
ì	0.00655031991136	0.0259361951613	0.121897933462	0.682868405794	0.0437172885738	0.0097826648204	0.109247172065
k	0.00868781387045	0.0246037890538	0.0599876858207	0.810515101931	0.0480905151913	0.00643233449347	0.041682763355
e	0.00828214951682	0.0189588337113	0.0388435286069	0.581746672644	0.305350704064	0.0107281457178	0.0360899884517
a	0.00310846354561	0.00654878216043	0.0267979462023	0.218920362481	0.396639558021	0.306958075906	0.0410268358172
p	0.00129310662187	0.00234892619681	0.0128954236874	0.075247386427	0.16107813634	0.711562391969	0.0355746249391
ò	0.00076138038729	0.00125818421227	0.00736936918247	0.034922332809	0.102857989113	0.804353790656	0.0484769459797
t	0.00212704568243	0.00251520343742	0.00749029366082	0.025591837603	0.0852542090377	0.820388956885	0.0566324576599
t	0.00244787192748	0.00265281954581	0.00510637518694	0.0143331639343	0.0415783946792	0.878495012295	0.0553863415533
u	0.000943054154493	0.000983575085037	0.00206305382165	0.0049964944643	0.0199408473464	0.912720550765	0.0583523671844
</S>	0.000472926795247	0.000492788497169	0.00104144349982	0.00250051286145	0.0102907838532	0.927508375382	0.0576930985922
