 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.58365035	0.411409784	0.00212733585	0.00101881592	0.00139432130541	9.44840521618e-05	0.000304957200365
p	0.32614916	0.555795448	0.0584907469167	0.0577483627867	0.00166252197208	3.16843548285e-05	0.000122105653698
e	0.305530243333	0.531997849333	0.0836936989722	0.0768961972622	0.00179541948403	1.10203605895e-05	7.5586784566e-05
r	0.253611412778	0.580568583111	0.104241216324	0.0376569487541	0.018262418988	0.000475604219843	0.00518382768486
i	0.102546950259	0.574305177704	0.248026772108	0.0397304412514	0.0272575763293	0.000638969766281	0.00749409446162
k	0.0416784084197	0.465729535901	0.421646957369	0.0402607474171	0.0154104931098	0.00392727994843	0.0113465587205
o	0.0201834125066	0.465298071967	0.44511734579	0.034269222139	0.00870484976993	0.00509829533281	0.0213287802402
l	0.0409145198689	0.408816387322	0.34351264193	0.103135545046	0.07130217099	0.00406265446094	0.0282560584134
ò	0.049527719123	0.254569725774	0.400548600643	0.176660525015	0.09293098133	0.00372060476365	0.0220418571045
s	0.0536041522077	0.218076915258	0.448629523548	0.152838248338	0.0661745014433	0.0191666705312	0.0415100010015
o	0.0522294929392	0.138691459653	0.548917164516	0.128730432779	0.0584150091478	0.0243067577004	0.0487096693338
n	0.0223414245164	0.061008024451	0.595816948172	0.260373260926	0.0253825627159	0.0108109584235	0.0242668347779
a	0.0123666865855	0.0345766989737	0.387715466057	0.509141153642	0.0218132319053	0.0064227304745	0.0279640585926
n	0.00985111727517	0.0220288248146	0.259059865352	0.607341067881	0.0278150316351	0.0260047214915	0.0478993771975
a	0.00900977834339	0.0177498828682	0.172611638451	0.582009319294	0.123516051545	0.0332592638305	0.0618440567325
r	0.0170940546995	0.0200942778861	0.11128399615	0.478876019765	0.191345580515	0.10032310461	0.0809829765775
è	0.0201669909665	0.0217005836954	0.0875738573833	0.416084629922	0.256012570172	0.12517848087	0.0732829305258
t	0.0236143300555	0.0257361769651	0.0746472577944	0.385256213307	0.300057210057	0.140082822957	0.0506060185086
s	0.0267149605852	0.0286005428884	0.0634063479315	0.225763449436	0.186258115352	0.273358827652	0.19589773617
i	0.0112972154564	0.0119736353795	0.0289690717772	0.090785304812	0.318463587117	0.245507549217	0.293003572057
à	0.00418895361347	0.00448327784317	0.0117225234924	0.0409534672707	0.659269499039	0.108757981072	0.170624244686
t	0.00206602619449	0.00219497218106	0.0056500245308	0.0230880626902	0.616490693013	0.271384438357	0.079125750562
s	0.0010864020315	0.00107763807369	0.00257865247693	0.00939302253007	0.293261445671	0.579136879452	0.113465938521
e	0.000495597153833	0.000483287741563	0.00109027832398	0.00353795845669	0.228493663224	0.508686779817	0.257212436174
n	0.000900561984611	0.000797188450854	0.00129806150633	0.0028224445989	0.218461487075	0.501632169939	0.274088086725
ì	0.0013128115282	0.00112172755028	0.00183597043544	0.00415758873297	0.172265801692	0.593384013313	0.225922070242
t	0.0008358111094	0.000700762440093	0.00122999206515	0.00316984488766	0.142522867231	0.619009787771	0.232530930081
t	0.0004117804298	0.000350595503364	0.000564807528383	0.00123436143755	0.0505381209103	0.74649431259	0.200406040027
a	0.000162360033267	0.000132422344455	0.000226250607128	0.000440131093517	0.0228929351368	0.583673724197	0.392472170009
</S>	9.35006616335e-05	7.12518872275e-05	0.000129722070064	0.000234090720759	0.0195928420684	0.387773042098	0.592105520005
