 	ho	rotto	una	bottiglia	</S>
è	0.94682648	0.038966477	0.006408406015	0.0018563901	0.00594223539
g	0.704222493333	0.100563505667	0.0296762326817	0.0118308920333	0.153706873723
l	0.605345231111	0.106156324556	0.0378388990606	0.0166342875111	0.234025257908
a	0.502876811704	0.339894780852	0.0307710965202	0.0138821350037	0.112575191303
s	0.194052038568	0.489283266951	0.0746921141734	0.0351504066679	0.206822212434
a	0.0830774285893	0.306025612317	0.310083728058	0.063944015556	0.236869246245
m	0.0417567439298	0.340352804106	0.432122286019	0.057604391852	0.128163820848
i	0.0278623018433	0.294977068369	0.490025218673	0.0393046549507	0.147830790283
a	0.0097106909311	0.117342588123	0.568950706224	0.19478935265	0.109206676428
b	0.00973793776037	0.105508841041	0.491915608741	0.253212174217	0.139625428476
u	0.00976252099679	0.090339987747	0.610608842914	0.135625591406	0.153663059159
t	0.0480309697423	0.0984727133157	0.600009887638	0.0995102251353	0.153976236053
t	0.0697559585808	0.102663712605	0.415495515879	0.144959403045	0.267125435351
ì	0.0336462225269	0.037997086035	0.337184118626	0.308838377682	0.282334191784
g	0.0456470401756	0.0629358690117	0.320957456209	0.308120362561	0.262339253928
l	0.0551941423919	0.0739264786706	0.285176978736	0.31112863752	0.274573751309
i	0.025318055833	0.0290160846822	0.162119749579	0.509783892507	0.27376219377
a	0.00845996831967	0.00971844032607	0.070570701193	0.712951697502	0.198299197923
</S>	0.00423465216934	0.00490309412303	0.0417373575965	0.822810798751	0.126314133961
