 	che	consuma	poco	benzina	</S>
n	0.97365103	0.0242433632	0.000795833325	0.0009657061	0.00034410505
a	0.6998628	0.2961737794	0.00288570405833	0.000857789596	0.000219956061333
k	0.31784252	0.615552443133	0.0282844713528	0.00126364106133	0.0370569149418
o	0.164867436667	0.705428487711	0.0778767371176	0.00158666645378	0.0502406874139
n	0.105546535556	0.720105769237	0.0983531110392	0.00111170585126	0.074882928238
s	0.186242875185	0.586643546412	0.0698598816797	0.00308453578375	0.154169152746
u	0.196413733828	0.475733945471	0.19243938656	0.00405316729458	0.131359748582
m	0.086936248376	0.43830713849	0.411778928853	0.00217633443153	0.060801355194
è	0.0513637471253	0.284801519497	0.628544132951	0.00422872887718	0.031061856398
t	0.105527838375	0.295593596499	0.551050490984	0.00543996745906	0.042388075466
s	0.139392584125	0.297189648833	0.238234638328	0.0131284673197	0.312054645155
i	0.0659486515083	0.118519887211	0.408375227443	0.0261257384399	0.381030503385
a	0.0224091871694	0.0428528260037	0.751533039148	0.03532681348	0.147878150128
l	0.0180379785898	0.0449084013346	0.612913179716	0.0310308294933	0.293109610709
ì	0.0168130825633	0.0473400584449	0.489268683239	0.108692217498	0.33788598557
o	0.0059994376111	0.0200521100316	0.394305434413	0.444516525833	0.13512652619
b	0.00559085426037	0.0129089618939	0.159393653471	0.531776275278	0.29033025773
e	0.00560268448679	0.010297845598	0.0784993544903	0.518366981759	0.38723315591
n	0.00702732256226	0.007738788166	0.0363732694968	0.45088811392	0.49797253197
z	0.0155649485208	0.0121666480553	0.0364815911656	0.161719355307	0.77406745399
ì	0.0154151841736	0.0108039435518	0.0374402863885	0.307064882436	0.629275667997
n	0.0689365727245	0.0579393073839	0.0893949434628	0.360232202812	0.423496949332
a	0.0849315813615	0.0723254816846	0.0978336857543	0.160279576271	0.584629693111
</S>	0.0425993163608	0.0362365446773	0.0492198847772	0.126610888136	0.745333396556
