 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.14284827	0.14284827	0.14284904	0.14285918	0.14287911	0.14285372	0.14286244
p	0.14220497	0.14221202	0.14279847	0.14253202	0.14485225	0.14227757	0.14312263
e	0.1420297	0.14198788	0.14193882	0.14204682	0.14687154	0.14203317	0.143092
r	0.13820484	0.13821875	0.13888152	0.13936765	0.16543792	0.13932513	0.14056419
i	0.11189587	0.1119197	0.11908364	0.20304915	0.15763097	0.12260092	0.17381978
k	0.1359693	0.13608325	0.13731945	0.13730343	0.15462722	0.14125934	0.15743801
o	0.12864925	0.12867978	0.13009296	0.14039245	0.19410788	0.13777526	0.1403024
l	0.12394323	0.12417948	0.12767884	0.12815617	0.19416055	0.13578966	0.16609205
ò	0.09529071	0.09547832	0.1008749	0.11447816	0.31339112	0.15812008	0.122366704
s	0.09916925	0.09948267	0.129348	0.10701306	0.15026556	0.10167708	0.3130444
o	0.048189458	0.04838087	0.10918315	0.22071055	0.18970446	0.12617013	0.2576614
n	0.056477956	0.058062844	0.13147266	0.12931542	0.2818862	0.0771088	0.2656761
a	0.09617549	0.08500976	0.05635636	0.06406455	0.20419857	0.09199099	0.40220425
n	0.014406884	0.015264668	0.08311331	0.059069544	0.4033731	0.056037482	0.36873507
a	0.058921635	0.057464834	0.0336716	0.059182942	0.20939922	0.13181932	0.44954044
r	0.0018014543	0.002499342	0.021694595	0.045180507	0.10570792	0.08344741	0.7396688
è	0.0032471498	0.0034319458	0.017706456	0.034981687	0.123251885	0.08055192	0.7368289
t	0.0007298648	0.0031860145	0.01134205	0.018498749	0.019073233	0.14357492	0.8035952
s	0.0038269027	0.006373802	0.029267816	0.021668844	0.18374187	0.12144456	0.6336762
i	0.0010370181	0.0013433482	0.014976039	0.031345952	0.01916144	0.12791009	0.8042261
à	9.069959e-05	0.00054445193	0.0005113165	0.00056988053	0.002144863	0.37075758	0.6253813
t	0.0001330345	0.00068258244	0.0006579803	0.002536103	0.0027405797	0.74901956	0.24423021
s	0.0025915524	0.0031791015	0.028856374	0.06604032	0.248898	0.21931781	0.43111682
e	6.0771683e-05	0.0006683295	0.0012677127	0.0022625204	0.014396319	0.38165772	0.5996867
n	2.9409008e-05	0.0013914551	4.55838e-05	0.00013160157	0.001959366	0.67823946	0.31820315
ì	2.1686174e-05	0.00022434951	5.9036956e-05	0.0003921141	0.0007224655	0.5408533	0.45772704
t	6.850274e-05	0.0008680821	0.00024167527	0.0013014118	0.0021397118	0.84333944	0.15204109
t	0.0022015932	0.004846358	0.012648306	0.01206583	0.101085685	0.43464172	0.43251052
a	1.8948485e-05	0.00057331583	0.00027411807	0.00066584145	0.0071442504	0.32550296	0.66582054
</S>	2.0678803e-05	0.0005960993	3.3535896e-05	0.0004619897	0.0042095203	0.4325378	0.5621404
