 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.16627312	0.16631803	0.16628338	0.16639087	0.16680446	0.16793019
c	0.16609186	0.1661622	0.16633813	0.16732022	0.16663408	0.16745354
h	0.16546024	0.16565059	0.16594546	0.16788824	0.16765477	0.16740067
e	0.16561624	0.16588092	0.16564506	0.16613765	0.16868314	0.16803692
p	0.16224484	0.16212185	0.16302817	0.16770042	0.16427898	0.1806257
o	0.16172871	0.16213615	0.16418384	0.17388327	0.16266795	0.17540008
l	0.13775279	0.13857965	0.16139522	0.25273582	0.15021153	0.15932503
e	0.12904327	0.13081765	0.16141146	0.27100903	0.15244308	0.1552755
m	0.13171065	0.13242997	0.1532319	0.24189207	0.14845605	0.19227931
ì	0.0804905	0.08380908	0.15308034	0.3678645	0.14277782	0.17197779
s	0.10636512	0.11001001	0.12180352	0.17678528	0.1408132	0.34422293
o	0.05427718	0.12900212	0.064449154	0.19305044	0.25343132	0.30578983
n	0.04802567	0.0678397	0.10091164	0.23919909	0.17404735	0.36997655
t	0.091051616	0.106074125	0.094530456	0.15574883	0.09840755	0.45418736
a	0.12647258	0.1316715	0.1398998	0.19746865	0.17831573	0.22617173
ò	0.0052354266	0.013646689	0.029709185	0.08789704	0.12683511	0.7366765
l	0.0039433828	0.010688902	0.11984616	0.13152297	0.27308267	0.46091586
i	0.008034241	0.021884033	0.054410975	0.112057306	0.17056356	0.63304985
t	0.00033344486	0.00049728336	0.021487867	0.0407115	0.19784164	0.73912823
i	0.00062909594	0.0037396802	0.08338104	0.12766428	0.54362625	0.24095966
n	0.0018203938	0.0004594467	0.019637732	0.029078696	0.23265353	0.7163502
a	0.002916759	0.0048142704	0.07248971	0.08264273	0.4809352	0.35620138
d	0.00020523173	0.00040510035	0.008415609	0.019940903	0.16577347	0.80525964
d	0.00022102034	0.0017217621	0.007869732	0.035036083	0.29428157	0.66086984
o	0.00016464772	0.0008856994	0.0169119	0.2453497	0.29689872	0.43978935
m	0.0015850865	0.00021138717	0.022285014	0.096356876	0.5849923	0.2945693
à	4.4259217e-05	0.00039548424	0.0024776803	0.013508619	0.36144835	0.6221257
d	0.00085575867	0.0017701995	0.0048600566	0.14642031	0.29965004	0.54644364
a	0.00021487061	0.00036450368	0.0048255995	0.12345641	0.47271338	0.39842522
</S>	0.0010842712	0.00015201342	0.004869788	0.06999513	0.70088583	0.223013
