 	il	morto	si	piange	</S>
o	0.19989325	0.19988318	0.19990575	0.20007771	0.20024005
a	0.18335633	0.18618764	0.1847837	0.1859686	0.25970376
p	0.1678046	0.1613958	0.17803116	0.2362899	0.25647855
e	0.19769831	0.19732128	0.19882703	0.20276046	0.2033929
t	0.18305132	0.18268634	0.18827516	0.1880706	0.25791657
a	0.16955201	0.16654822	0.18415807	0.2481883	0.23155342
m	0.13556904	0.16458121	0.15708895	0.15460008	0.3881608
m	0.14708576	0.12165143	0.2649852	0.3312149	0.13506268
è	0.11145926	0.123610735	0.117902234	0.1407937	0.50623405
n	0.045155186	0.07335962	0.05468917	0.053336237	0.7734598
o	0.13097113	0.13696659	0.13319999	0.1349588	0.4639035
i	0.047113363	0.09984268	0.07536142	0.100350834	0.6773317
k	0.094712324	0.12662128	0.12716138	0.15778755	0.49371746
l	0.092841804	0.06527848	0.14399579	0.3849393	0.3129446
è	0.02507519	0.038908657	0.05727603	0.15811114	0.720629
e	0.0051866453	0.009712971	0.004047394	0.020072367	0.9609806
t	0.009128284	0.014049366	0.008980997	0.17653652	0.7913048
e	0.0034972602	0.013771175	0.014126491	0.20581023	0.7627949
</S>	0.0016420421	0.0007358031	0.0020064819	0.29376447	0.7018512
