 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.111105606	0.11110535	0.11110527	0.11110518	0.11110586	0.11111205	0.11113172	0.11111239	0.11111654
à	0.11104533	0.11104643	0.11104194	0.111040846	0.11114433	0.11114026	0.11120726	0.11109939	0.11123425
o	0.11068273	0.11073713	0.11068695	0.110683404	0.111571506	0.11149475	0.111516535	0.11098164	0.111645415
c	0.10566863	0.10627403	0.1056338	0.10558385	0.111821815	0.11543543	0.12548019	0.10912635	0.114975914
e	0.10978386	0.109689	0.109681636	0.109677784	0.110170074	0.112063825	0.11641021	0.1108959	0.1116277
r	0.1060354	0.106026985	0.10598243	0.10599326	0.118374184	0.112637274	0.11510122	0.110833645	0.119015604
k	0.103239	0.1032086	0.103220336	0.10361903	0.10963731	0.14391227	0.112168804	0.10687204	0.1141226
è	0.11099408	0.11100246	0.11099467	0.110994324	0.11119105	0.11116594	0.11113974	0.11113847	0.11137928
o	0.09733749	0.09782439	0.09739343	0.09736342	0.11222212	0.10774469	0.104623355	0.10250321	0.18298787
n	0.10005226	0.10140217	0.1001329	0.10003447	0.10666567	0.115170516	0.124115	0.10342392	0.14900307
t	0.10136064	0.10137132	0.10135708	0.10163391	0.11694244	0.13648757	0.1081233	0.107734405	0.124989346
a	0.088996425	0.089066654	0.08902658	0.09034242	0.11767007	0.20661543	0.10172562	0.09577273	0.1207841
è	0.05413228	0.060215246	0.054681234	0.054440424	0.1357774	0.19213344	0.14453904	0.09880234	0.20527864
n	0.044483833	0.045988403	0.04485828	0.044930004	0.124763995	0.15563813	0.116155565	0.14611773	0.27706409
a	0.06270315	0.062797755	0.06300469	0.063279666	0.13672325	0.15917088	0.07766619	0.118728064	0.2559264
m	0.025528409	0.035865616	0.026486414	0.026964543	0.089441195	0.24420555	0.2523632	0.094258726	0.20488639
à	0.05546804	0.054272864	0.054141182	0.055048477	0.098245025	0.2237354	0.22548193	0.1021123	0.13149485
k	0.020976763	0.025121586	0.023012921	0.027178938	0.07475374	0.15126106	0.2255027	0.17247099	0.27972132
i	0.013153852	0.013420207	0.013615756	0.028889792	0.1280387	0.13046846	0.12320175	0.1172333	0.43197817
n	0.014899384	0.028164176	0.016318154	0.015985375	0.06270268	0.20488669	0.21436669	0.10305212	0.3396247
a	0.028145514	0.024290254	0.024528457	0.022396686	0.05701132	0.08887839	0.08235695	0.10086967	0.5715228
k	0.0037529513	0.01030193	0.004582118	0.004571858	0.02423154	0.09162874	0.35352698	0.12254861	0.38485527
a	0.0029048806	0.0023580063	0.0023818698	0.0033845096	0.034907334	0.16871357	0.21101046	0.28800502	0.28633434
k	0.00045059033	0.0012377268	0.0009863051	0.0013978541	0.0059547937	0.017418303	0.29540834	0.2481068	0.42903924
u	0.0006004907	0.00044428938	0.00037100958	0.00089827616	0.01382535	0.10566984	0.3723969	0.2234512	0.2823427
n	0.0002040371	0.0003953083	0.00046813008	0.0006119211	0.0028158128	0.009000995	0.14144702	0.43196204	0.4130948
s	0.0017672086	0.0019057733	0.0018808636	0.0015387585	0.010222107	0.122102365	0.37437204	0.11269302	0.37351787
u	0.0028465183	0.008887478	0.004374492	0.008296716	0.06151686	0.18064561	0.23647998	0.21594684	0.28100547
m	7.5010976e-05	6.5997e-05	8.4347084e-05	0.00020702092	0.00063175097	0.0013572077	0.03317889	0.30620152	0.6581983
è	0.00015343985	0.00035745135	0.00017856169	0.00032124022	0.0054277782	0.04371851	0.33477235	0.13403712	0.48103347
i	0.0004043409	0.00047692144	0.0022834295	0.0033156017	0.009142716	0.011291086	0.058249407	0.3229312	0.59190536
o	4.4267697e-05	2.4330837e-05	5.1434017e-05	6.858826e-05	0.00040092148	0.0008887103	0.025158845	0.43882078	0.53454214
l	5.2087125e-05	2.0968411e-05	3.5033027e-05	2.2134198e-05	0.00021683397	0.0006795842	0.014113146	0.57443565	0.41042462
ì	0.00032110006	0.00025766453	0.000163368	0.00020948288	0.005989009	0.035487965	0.26742592	0.105137005	0.5850085
b	0.00012633289	6.808834e-05	0.0002081641	0.00028797743	0.002320826	0.020878358	0.17657308	0.38727427	0.4122629
e	6.0198454e-05	0.00028479646	0.0003519389	0.00044435606	0.0038667195	0.019450974	0.3072584	0.27034923	0.39793345
n	2.2101143e-05	5.558694e-06	3.185847e-05	3.8190083e-05	0.00045000543	0.0024488887	0.01639775	0.48603797	0.4945677
z	7.774891e-05	8.929493e-05	0.00014965357	0.0005236528	0.004891039	0.012005385	0.23748545	0.20233351	0.5424442
ì	0.00010156302	9.913862e-05	0.000298786	0.000285228	0.003858121	0.022911614	0.16154163	0.4405283	0.37037563
n	6.808194e-05	8.199376e-05	0.0002058718	0.0001940438	0.0016442845	0.011019955	0.1020745	0.5140424	0.37066886
a	1.989516e-05	9.2997594e-05	0.00017631524	0.000109808614	0.0006978672	0.0034159075	0.09466945	0.6228054	0.27801237
</S>	1.1542409e-05	2.2738734e-06	1.5367696e-05	4.3530155e-05	0.00045342467	0.002189311	0.015667144	0.4866441	0.49497333
