 	possono	essere	ancora	svegli	</S>
i	0.19998263	0.19998552	0.20004107	0.20000383	0.1999869
s	0.18978642	0.19016543	0.22318347	0.19265778	0.20420694
ò	0.17159487	0.1719179	0.18635929	0.23497331	0.23515463
z	0.14339405	0.14343026	0.15468994	0.14449787	0.41398787
o	0.19078784	0.19121961	0.20371038	0.19993004	0.21435213
n	0.16143422	0.16167618	0.20611553	0.16281748	0.3079566
e	0.15717821	0.15807655	0.17361169	0.22465529	0.28647825
ì	0.12596358	0.12696071	0.23795533	0.13081053	0.37830985
n	0.058546588	0.06415207	0.21577932	0.19904928	0.46247274
e	0.09770656	0.09895283	0.11361463	0.13157396	0.558152
a	0.068392426	0.0685379	0.34790462	0.085373364	0.42979172
n	0.02236432	0.03152287	0.5452774	0.22635458	0.17448083
k	0.036380734	0.043047853	0.395567	0.271193	0.25381142
ò	0.091448374	0.092268616	0.23889148	0.22190614	0.35548538
r	0.022192234	0.05191831	0.15409294	0.33470756	0.43708897
a	0.03808328	0.042569656	0.04722868	0.08699264	0.7851257
a	0.0060605695	0.011962348	0.02506668	0.03580142	0.921109
t	0.0037829916	0.008746914	0.19170009	0.647426	0.14834398
s	0.012058002	0.029302057	0.53441495	0.36260825	0.061616756
ù	0.022839507	0.018728433	0.28198123	0.38087425	0.2955766
n	0.00435752	0.011206376	0.007971644	0.59158236	0.38488215
n	0.0005297836	0.0073509803	0.14497876	0.71471876	0.13242175
i	0.00079974113	0.016994843	0.013416091	0.51491386	0.45387542
t	0.00025916216	0.010058967	0.0028650481	0.85406893	0.1327479
i	0.0001388271	0.046480212	0.0049416376	0.44548684	0.50295246
</S>	0.00028527417	0.009895147	0.008613901	0.8037168	0.17748894
