 	mi	si	gonfiò	il	dito	</S>
m	0.1660263	0.16602223	0.16602768	0.16639073	0.16887747	0.16665563
u	0.16464198	0.1648344	0.16567472	0.17210446	0.16734856	0.16539587
p	0.14918819	0.14443068	0.15084696	0.16488588	0.15455079	0.23609748
r	0.15545255	0.15578689	0.1583078	0.18531978	0.18363087	0.16150208
ì	0.16062422	0.1608614	0.16097927	0.16501746	0.18616083	0.16635676
s	0.116352834	0.12938392	0.13340122	0.18459068	0.18218184	0.2540895
t	0.059352063	0.056423586	0.058424987	0.28491727	0.3486905	0.19219165
i	0.14179367	0.14182374	0.14213797	0.16645186	0.19481988	0.21297283
t	0.03207925	0.0800733	0.09713932	0.17203496	0.24554795	0.37312526
o	0.009803261	0.010080791	0.014988681	0.3591323	0.47548267	0.13051233
d	0.004921754	0.0023634143	0.015247218	0.02296927	0.22518785	0.7293105
à	0.001156252	0.0030364245	0.006981669	0.24976592	0.61732703	0.121732645
t	0.002419586	0.0005048388	0.005841591	0.02836677	0.4188804	0.5439868
t	0.0009810535	0.0012930661	0.008729898	0.11715541	0.6578613	0.21397926
i	0.00033686493	0.0002479456	0.0012609273	0.045118537	0.39932054	0.55371517
l	0.004886817	0.00012101588	0.005996262	0.0139400065	0.79061764	0.1844382
o	0.00024879727	0.00015046688	0.00056681375	0.040792644	0.62227684	0.33596438
</S>	0.011709658	0.0010583976	0.019250577	0.078372695	0.7888293	0.10077935
