 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.082529075	0.085238144	0.1875487	0.2287515	0.08648538	0.09479362	0.23465352
n	0.14131187	0.14132383	0.14289854	0.14479472	0.14294206	0.14139459	0.14533436
a	0.14196847	0.14199328	0.14333324	0.14423585	0.1421458	0.14205863	0.14426479
v	0.123341374	0.12344719	0.12736271	0.14606743	0.14355907	0.13326466	0.20295753
o	0.05178586	0.06685665	0.22297062	0.24720247	0.16730462	0.097221546	0.14665829
r	0.08910614	0.088151306	0.12634388	0.11869125	0.17136168	0.099622674	0.306723
à	0.0442625	0.077304125	0.15992734	0.16410281	0.15604335	0.12268201	0.27567792
s	0.09834699	0.09830049	0.11068845	0.14868882	0.1197633	0.106145136	0.3180668
o	0.103755325	0.12072698	0.128824	0.13019525	0.14610307	0.12625879	0.24413657
o	0.01950899	0.021416182	0.076610915	0.24190034	0.10631139	0.061544884	0.4727073
s	0.013247839	0.015123584	0.04359376	0.20068613	0.27094063	0.026735026	0.42967305
s	0.01643984	0.03427578	0.18981397	0.25641528	0.16012843	0.09113209	0.2517946
o	0.021510938	0.02729582	0.16935812	0.34441864	0.22289315	0.06410305	0.15042031
m	0.008338322	0.00628446	0.018538825	0.025745204	0.06587779	0.27227792	0.60293746
ì	0.004720447	0.0061251195	0.028641494	0.07454832	0.1409008	0.36516103	0.3799028
k	0.008483403	0.00747545	0.07206883	0.10827955	0.10093887	0.21511224	0.48764172
a	0.0066440906	0.0052242354	0.035737082	0.20867449	0.1623626	0.05924049	0.522117
m	0.0009839452	0.00019280307	0.0010466264	0.0024168317	0.02536783	0.52611375	0.44387826
è	0.0009819246	0.0046729883	0.015920786	0.033010922	0.029530155	0.39346802	0.52241516
r	0.0004725839	0.0004380338	0.0010956633	0.0014587266	0.030490555	0.31820047	0.64784396
i	0.000634957	0.00067093066	0.0025474206	0.003560385	0.030758485	0.4393595	0.5224683
</S>	0.00022665331	8.650576e-05	0.00020753671	0.00035444196	0.0063841064	0.5511746	0.44156623
