 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.12498207	0.124987975	0.12498236	0.12499399	0.12505198	0.12502584	0.1249875	0.124988265
ù	0.124535576	0.124578536	0.1245984	0.12458414	0.124816276	0.12468778	0.1250542	0.1271451
t	0.123556636	0.123465985	0.12345845	0.12354919	0.12409531	0.12382096	0.12372021	0.13433328
t	0.11196394	0.11683874	0.11908547	0.112990774	0.118202195	0.11319674	0.15398899	0.15373321
o	0.124798425	0.12481023	0.12481119	0.12482262	0.12492979	0.1248791	0.12497937	0.1259693
s	0.118703656	0.11836237	0.11832995	0.11895343	0.1223252	0.12089601	0.119666345	0.16276307
p	0.10151089	0.10318792	0.10392648	0.103495955	0.11130034	0.10691096	0.1221051	0.24756233
ì	0.09373512	0.09355015	0.09357178	0.10066965	0.12166846	0.112888925	0.11612351	0.2677924
t	0.08886178	0.08788408	0.08784198	0.095842056	0.12220241	0.11060368	0.11317605	0.29358792
i	0.074980006	0.08427733	0.088447176	0.077714056	0.09059356	0.07964596	0.15130831	0.35303354
t	0.08767137	0.08399178	0.08368679	0.09347147	0.13770908	0.11625305	0.113373674	0.28384283
o	0.06694687	0.07084866	0.07121131	0.076934956	0.11540496	0.09609435	0.13141607	0.37114286
f	0.057004556	0.051888112	0.050947826	0.08482756	0.22112094	0.15505473	0.12551351	0.25364274
a	0.056641802	0.05920632	0.057264894	0.08584066	0.23312682	0.16677228	0.12663624	0.21451102
b	0.03686623	0.034353822	0.033582687	0.070673585	0.28467062	0.18075049	0.09072307	0.26837945
b	0.027976446	0.03240403	0.0314202	0.06896879	0.23338462	0.16809437	0.12200396	0.3157476
r	0.031829372	0.031290796	0.034336075	0.09883338	0.1710165	0.13914844	0.20965628	0.2838891
i	0.0696974	0.06633981	0.06611683	0.07126188	0.100130074	0.0854013	0.0848503	0.45620242
k	0.06073753	0.04728999	0.04606282	0.05186135	0.13557614	0.09733934	0.09042984	0.47070295
è	0.028732784	0.027706277	0.026200231	0.045329288	0.18075268	0.111519426	0.13538338	0.44437587
t	0.021757413	0.017546134	0.021036841	0.041252162	0.09565816	0.10286131	0.13146639	0.5684216
s	0.02365591	0.03795752	0.04073596	0.05682569	0.15652362	0.13288319	0.18642922	0.3649888
a	0.027953342	0.03021824	0.03150469	0.036285177	0.060935646	0.0495533	0.14492543	0.6186242
n	0.009840566	0.008505992	0.008200898	0.028410796	0.057390604	0.05593277	0.15131198	0.68040633
o	0.01344596	0.020127265	0.012690775	0.03305434	0.17379166	0.1323064	0.18769737	0.42688623
p	0.0013605702	0.0019968813	0.0014591777	0.011054297	0.021331172	0.053871658	0.121366106	0.7875601
e	0.009499022	0.012430775	0.015179473	0.050953627	0.098651975	0.13374569	0.29445848	0.38508093
t	0.0006495419	0.0011063399	0.003127417	0.0127326315	0.00951787	0.04844934	0.5421772	0.38223958
t	0.0026682124	0.00599023	0.0137318205	0.021120252	0.060756363	0.15352523	0.5345663	0.20764165
ì	0.005826383	0.012596436	0.014461822	0.013258719	0.05119717	0.06048136	0.39815775	0.44402042
n	0.0017912452	0.006055894	0.018126454	0.0132159935	0.009507976	0.040080763	0.25161958	0.65960205
t	0.0022941604	0.0019604168	0.0037122716	0.01100672	0.031451672	0.06071276	0.6655071	0.22335489
a	0.0004646999	0.0012368815	0.0022649781	0.0022872195	0.009855052	0.015405565	0.45172867	0.5167569
c	0.0001658358	0.00046412784	0.0009706352	0.0015712822	0.0027824284	0.12908453	0.4315072	0.43345395
h	0.0005266794	0.0013932795	0.0030026569	0.0063843396	0.013441476	0.046244532	0.428327	0.50068
r	0.0006893205	0.0035419196	0.0071747615	0.0036093018	0.008690001	0.041829772	0.24498986	0.68947506
ò	0.00022577762	0.00081005617	0.0010701704	0.000809877	0.002200032	0.025226422	0.29417217	0.67548543
n	0.0006475205	0.0015789878	0.0027074977	0.003154326	0.0018560179	0.023940304	0.5816777	0.38443762
u	7.929971e-05	0.00022144926	0.0011459857	0.0035840345	0.0030692394	0.034393847	0.44524053	0.5122656
a	0.00027430942	0.00037954398	0.0014129952	0.0024998535	0.002569044	0.12357844	0.5452244	0.32406133
m	0.000150592	0.00026396304	0.00072847266	0.0036488841	0.0013328225	0.011419892	0.64146054	0.3409948
p	0.0019005411	0.0021810965	0.0032454296	0.010018193	0.00888111	0.036891356	0.46085373	0.4760286
ì	0.0003171803	0.0029192779	0.003748341	0.008058751	0.010626833	0.06751167	0.6318522	0.2749657
</S>	0.00061301485	0.0018374484	0.0022351672	0.003381426	0.0036947145	0.07530509	0.39028588	0.52264726
