 	che	consuma	poco	benzina	</S>
n	0.19543655	0.210387	0.19810815	0.1953012	0.20076707
a	0.19961777	0.20011534	0.20044553	0.19970855	0.20011275
k	0.16831213	0.18200378	0.20745039	0.23347224	0.20876153
o	0.11144814	0.18380047	0.4461145	0.12535635	0.13328056
n	0.11186604	0.13089965	0.410852	0.17052305	0.17585927
s	0.090069555	0.19956066	0.44558817	0.10683301	0.1579486
u	0.16584933	0.2347836	0.2121522	0.16672623	0.22048862
m	0.034879074	0.09465648	0.20803198	0.13672622	0.52570623
è	0.011989795	0.17648174	0.41801	0.056432087	0.3370864
t	0.015342914	0.032555126	0.049679063	0.14467119	0.75775164
s	0.030440528	0.05730729	0.28374702	0.07621458	0.55229056
i	0.00582571	0.060515787	0.07111103	0.06424395	0.79830354
a	0.0011171936	0.00072485575	0.0030979607	0.34952378	0.64553624
l	0.0001898823	0.00049547554	0.0014167164	0.71516544	0.28273255
ì	0.001681346	0.014231026	0.04171629	0.053017728	0.8893536
o	0.00034980752	0.0005848215	0.0038658492	0.7273233	0.2678763
b	7.766083e-05	7.997772e-05	0.0010867476	0.84467834	0.15407723
e	0.001718018	0.019209959	0.038706984	0.1772423	0.7631228
n	5.158093e-05	4.5533685e-05	0.0013086566	0.50680226	0.49179196
z	0.0024176263	0.0067420457	0.026550705	0.17882116	0.7854684
ì	0.002525783	0.009960664	0.017346118	0.41954666	0.5506208
n	0.00035956947	0.0014260982	0.052559823	0.8129256	0.13272898
a	9.4058974e-05	0.0001460361	0.0048367064	0.8813057	0.113617435
</S>	0.00019713734	0.0003136591	0.040538173	0.46486917	0.49408183
