 	non	ho	cosa	a	fare	</S>
e	0.16642804	0.16642804	0.1664288	0.16642994	0.16654502	0.16774012
n	0.10201756	0.1038426	0.14750883	0.4025562	0.122868285	0.12120654
è	0.16259053	0.1627432	0.16522154	0.18044992	0.16411373	0.16488104
c	0.16292469	0.16321881	0.1657517	0.17558314	0.16409458	0.16842704
h	0.09558902	0.09704041	0.12826462	0.30914196	0.13565606	0.23430793
o	0.1642459	0.1642835	0.16480485	0.16715753	0.1659415	0.17356667
t	0.056768976	0.061639257	0.090183556	0.118246965	0.14326769	0.5298936
i	0.015604849	0.01850714	0.08706208	0.2037488	0.35829484	0.3167823
k	0.004892874	0.0117006665	0.06000622	0.20792308	0.117503606	0.5979735
à	0.0012112187	0.003213232	0.02181593	0.04064298	0.6164654	0.31665125
m	0.00033567683	0.002071459	0.008664542	0.110241205	0.32472354	0.55396354
i	4.1584375e-05	0.00011744662	0.0012278171	0.0047646835	0.8761109	0.11773749
</S>	1.7430166e-05	6.206622e-05	0.000264105	0.0066144136	0.80865824	0.1843838
