 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.124993175	0.12499432	0.12499832	0.1249948	0.12499528	0.12500271	0.12501368	0.12500767
t	0.122551955	0.12257552	0.12289952	0.12666096	0.12599659	0.12284214	0.12607555	0.13039777
i	0.12465469	0.12465545	0.124705575	0.12533405	0.12503263	0.1246856	0.12523511	0.12569688
p	0.12300915	0.12234873	0.122096874	0.1224324	0.12450758	0.12381419	0.12382627	0.13796483
à	0.12200563	0.122127905	0.12222849	0.12242279	0.12935604	0.122791536	0.123312205	0.13575545
s	0.096681975	0.09654031	0.096559465	0.098804295	0.17080241	0.10428029	0.10243949	0.23389173
t	0.035526652	0.04061461	0.07598787	0.15459424	0.16011877	0.052997958	0.15353988	0.32661998
a	0.095652334	0.09597771	0.09894923	0.13437301	0.14236702	0.09899529	0.13651252	0.19717282
v	0.08228558	0.077766694	0.0760174	0.090105146	0.21532705	0.120096155	0.111044854	0.22735713
à	0.08212954	0.082619116	0.08619035	0.096432485	0.18880692	0.10251464	0.11700602	0.24430096
l	0.04659093	0.04495796	0.044464286	0.10742855	0.14003588	0.13291743	0.12931079	0.35429412
e	0.021163229	0.025295816	0.05387325	0.09837977	0.17359161	0.042860895	0.12179119	0.46304417
à	0.058374055	0.045888882	0.039830253	0.08866184	0.15963274	0.15108779	0.11874552	0.33777884
l	0.038974136	0.0357798	0.036614325	0.06593421	0.10718097	0.13673745	0.1759568	0.40282232
a	0.02108762	0.024690444	0.036822487	0.044697315	0.07857575	0.02887305	0.09648626	0.66876704
e	0.022931386	0.017106371	0.011889643	0.047203418	0.06367781	0.120878115	0.22464581	0.4916674
t	0.0035638679	0.0029039688	0.009273625	0.0055191717	0.013303754	0.05811298	0.761483	0.14583959
è	0.0035598346	0.0031557279	0.021625059	0.025088288	0.03404937	0.03509156	0.63797545	0.23945473
l	0.005332919	0.0058826534	0.014802581	0.010735732	0.014099722	0.07066843	0.7612662	0.11721178
i	0.00025370187	0.00048880244	0.00273855	0.001541012	0.0034062085	0.027061122	0.817077	0.14743362
t	5.900841e-05	0.00010901783	0.00074118515	0.00015035266	0.0013919486	0.04683743	0.47014266	0.4805684
à	0.00104033	0.0014639132	0.006636688	0.0034103792	0.007756171	0.075557634	0.8022475	0.10188736
l	9.445375e-05	0.00022915257	0.0016219076	0.0002624446	0.0023936683	0.039541848	0.42568228	0.53017426
a	0.000107752145	0.00014951061	0.00076658354	0.0003988777	0.0020107352	0.0676313	0.71396846	0.2149668
</S>	7.6618286e-05	9.827779e-05	0.00078364054	0.00025286264	0.008672812	0.074905895	0.719321	0.19588886
