 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.11110968	0.111112386	0.111109845	0.11110959	0.11110976	0.1111101	0.11111137	0.11111044	0.1111168
t	0.11030926	0.11048925	0.110378705	0.11033972	0.11102405	0.11129799	0.11193393	0.110749274	0.1134779
t	0.110434756	0.110592425	0.110711284	0.11046492	0.11046981	0.11087925	0.11103509	0.11118141	0.11423104
è	0.11102009	0.11102009	0.11102264	0.11102127	0.11103449	0.111051686	0.1110766	0.11110618	0.11164687
d	0.11054067	0.11053974	0.11065551	0.11056927	0.11089156	0.11110929	0.111269444	0.11071969	0.11370486
e	0.11077486	0.110964164	0.11086541	0.11077934	0.110775284	0.110940546	0.110971525	0.111268505	0.112660356
c	0.11015572	0.11015908	0.11016875	0.110186905	0.1109257	0.11113731	0.11174889	0.1105397	0.11497801
i	0.10999964	0.1110809	0.11061197	0.11003515	0.110005096	0.11088937	0.1107355	0.11122711	0.115415305
d	0.10892849	0.108970545	0.10896315	0.10897079	0.10992874	0.11024909	0.111075126	0.1095814	0.12333264
è	0.10905697	0.110219575	0.110006854	0.109139614	0.109148115	0.11052566	0.11240589	0.11176036	0.11773702
t	0.1029723	0.10297332	0.109300196	0.103811674	0.10463601	0.11221396	0.10622405	0.10472507	0.15314339
s	0.051424492	0.051669154	0.059142783	0.05290135	0.052068908	0.113116644	0.13418573	0.19822592	0.28726497
a	0.11081273	0.11082152	0.110921	0.11082626	0.11083675	0.11099779	0.11093844	0.111329734	0.11251571
m	0.100821085	0.10081746	0.10098444	0.101218544	0.11050471	0.113161854	0.12061071	0.10542872	0.14645249
o	0.10756281	0.123891056	0.107580535	0.1069672	0.10705766	0.10801033	0.11241773	0.11067713	0.11583556
k	0.09589356	0.09615561	0.09621286	0.09630685	0.10521969	0.10813459	0.116126336	0.10154337	0.18440711
a	0.10210428	0.10519699	0.10674955	0.10262104	0.103134915	0.10919636	0.109721646	0.10891306	0.15236224
s	0.087128274	0.08751787	0.087838165	0.08763736	0.09879173	0.103919744	0.10950735	0.09402747	0.24363205
ì	0.03988087	0.041384656	0.04559594	0.041335233	0.047580007	0.067212366	0.10915297	0.1396157	0.46824226
m	0.051097833	0.051085513	0.088931315	0.059539944	0.083311796	0.1569668	0.12055814	0.0796846	0.30882403
m	0.083777174	0.09405246	0.09511278	0.08485491	0.08444713	0.10220045	0.09786917	0.117964886	0.23972103
e	0.105722286	0.105850615	0.106280625	0.10578716	0.10588332	0.106640205	0.10608652	0.107216395	0.15053281
r	0.05801493	0.05838075	0.059002936	0.060308862	0.11168287	0.1289501	0.15420617	0.094743386	0.27471
i	0.04692597	0.04868574	0.063551776	0.049378123	0.048547395	0.09616485	0.09823369	0.1623731	0.3861394
p	0.028857017	0.029248608	0.03062311	0.030276336	0.064541504	0.08524481	0.086708136	0.051074333	0.59342617
à	0.06115859	0.1462834	0.11219978	0.06428336	0.05950535	0.119580925	0.086941525	0.08441912	0.26562795
m	0.029807435	0.030471351	0.08034124	0.057154454	0.08835603	0.19355959	0.1238864	0.09119817	0.30522534
e	0.023284305	0.03607786	0.0510692	0.029957192	0.02726628	0.0829441	0.075043246	0.12134993	0.5530079
s	0.023150604	0.023670781	0.03441244	0.02853595	0.095073305	0.17690139	0.150856	0.09414736	0.37325215
t	0.015970511	0.025768045	0.036996417	0.022065192	0.020900788	0.10796626	0.107110456	0.1383452	0.52487713
i	0.06531525	0.06527056	0.07186574	0.06762704	0.09488047	0.11569152	0.13663216	0.09297599	0.28974128
s	0.008450089	0.007953924	0.010974956	0.017797684	0.057695456	0.12999323	0.08400137	0.18453012	0.49860308
p	0.007303962	0.012600124	0.017810216	0.011608077	0.018147208	0.108653136	0.19880536	0.21936803	0.4057039
i	0.0068723564	0.006762435	0.019111082	0.03330111	0.12828541	0.2617138	0.14100564	0.15422308	0.2487251
à	0.0016058021	0.0030833737	0.0032860802	0.008311161	0.051720146	0.13889678	0.047549646	0.29319635	0.45235068
g	0.0026439738	0.004367438	0.0046968223	0.0061327014	0.06647251	0.10965146	0.2399448	0.23441249	0.33167782
g	0.01568095	0.02013372	0.030289624	0.018530712	0.042994764	0.06469977	0.18414606	0.1065311	0.5169933
i	0.003031019	0.008683878	0.008008098	0.015290693	0.13785934	0.17598504	0.23026961	0.118254334	0.302618
a	0.00016785074	0.00017260133	0.00032769394	0.0016434401	0.00523289	0.0134349875	0.05545623	0.7264796	0.19708468
</S>	3.533297e-05	3.188335e-05	8.0087106e-05	0.00035722644	0.0022494728	0.0055121235	0.014040855	0.8454409	0.132252
