 	avete	cucinato	le	verdure	</S>
e	0.12688008	0.12907238	0.17047133	0.15281859	0.42075756
m	0.16975698	0.17184874	0.20531777	0.17402679	0.27904978
a	0.097445786	0.19710529	0.4657896	0.14256626	0.097093135
r	0.07582644	0.18366152	0.42709225	0.11518436	0.19823545
è	0.05192717	0.06352759	0.2058931	0.12711705	0.5515351
s	0.07723666	0.074563235	0.15862642	0.09386066	0.595713
s	0.12504934	0.18375884	0.37453797	0.16459838	0.15205543
a	0.040646166	0.045403063	0.12350008	0.09089327	0.6995574
t	0.014269258	0.015899273	0.11407187	0.039389677	0.8163699
o	0.038347863	0.1341973	0.27067307	0.29717588	0.25960594
t	0.00092426524	0.006702434	0.12033878	0.36061296	0.5114215
a	0.0112906685	0.02559791	0.117875114	0.6926905	0.15254581
l	8.763058e-05	0.0008810391	0.078471094	0.80009377	0.120466426
à	0.0007004065	0.0020428821	0.048039325	0.16086541	0.788352
c	0.00016401238	0.00067376025	0.5263276	0.34305212	0.12978256
h	0.00028533995	0.0014300789	0.11310759	0.34130013	0.5438769
a	0.00010302272	0.0012076667	0.33508804	0.34034908	0.32325223
n	0.00014610945	0.008420424	0.24623384	0.4311165	0.31408316
a	0.00018522656	0.00050270796	0.2315926	0.64732695	0.120392546
</S>	0.00038062248	0.006059605	0.26470584	0.39956665	0.32928726
