 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.14282969	0.14285988	0.14280169	0.14281356	0.14288484	0.14296618	0.14284408
i	0.14239031	0.14241518	0.14237629	0.14284414	0.14291926	0.14316273	0.14389212
ù	0.14051478	0.14055349	0.14049977	0.14259413	0.1492317	0.14139336	0.14521275
m	0.13397147	0.1342301	0.1338018	0.13472031	0.13828367	0.13477264	0.19022004
è	0.14096871	0.14235547	0.13969688	0.14111085	0.14517227	0.14500035	0.14569554
s	0.12878391	0.12880278	0.12885624	0.13013883	0.13367379	0.12902072	0.22072366
a	0.052079976	0.05213237	0.05860372	0.19372126	0.07707999	0.21563916	0.3507435
è	0.11106631	0.1113802	0.110974915	0.13051432	0.18612315	0.11410069	0.23584045
n	0.07788014	0.07918531	0.07799734	0.086453296	0.1142489	0.08197033	0.4822648
a	0.10438846	0.10584854	0.10363206	0.108518496	0.10712043	0.1130953	0.35739675
v	0.05204086	0.054073155	0.051147956	0.14335632	0.26641703	0.07688007	0.3560846
à	0.06765479	0.07493115	0.06114839	0.09397525	0.13770208	0.13403104	0.43055728
l	0.032334004	0.032841764	0.045277562	0.14099148	0.28657594	0.057035636	0.40494362
i	0.015067969	0.016538313	0.024065543	0.07790455	0.07055707	0.11785431	0.6780123
è	0.015485094	0.01788577	0.01625758	0.079212554	0.099829175	0.08963634	0.6816935
n	0.010979282	0.0144496225	0.011933886	0.07276931	0.23339093	0.089758895	0.5667181
a	0.017877275	0.020477518	0.016015945	0.03958097	0.04103658	0.14005667	0.724955
t	0.0012776931	0.0016358652	0.0035172119	0.007440021	0.01626874	0.528457	0.44140345
a	0.0014274454	0.0016358806	0.004453594	0.10230529	0.17433038	0.58121616	0.13463122
p	0.00011160274	0.00014703994	0.0010822186	0.0020665291	0.012145296	0.44818193	0.53626543
p	0.0005063621	0.0005475892	0.0012951539	0.032742552	0.030625867	0.7737768	0.1605056
è	0.00017323234	0.00019064448	0.0015251151	0.004054655	0.00427986	0.6564539	0.33332255
t	3.1596013e-05	2.174984e-05	0.00027522066	0.0022854533	0.0020858909	0.9498039	0.045496203
o	0.00018057438	0.00032942733	0.0015252474	0.011334962	0.041509412	0.8363786	0.10874183
</S>	5.726988e-05	0.00016977683	0.0035213453	0.0012427485	0.013361301	0.81982696	0.16182064
