 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.084685676	0.08917395	0.17677759	0.15214494	0.103242315	0.085325524	0.09254588	0.21610416
n	0.12408952	0.124032915	0.12475458	0.12539238	0.12468911	0.12474268	0.12409615	0.12820272
a	0.12456976	0.124601886	0.12552282	0.12522306	0.12470212	0.12461386	0.12456405	0.1262025
v	0.11287526	0.11253699	0.11371474	0.11735084	0.11688406	0.1209087	0.12213249	0.18359692
o	0.06234936	0.08000711	0.21668673	0.19864354	0.13461664	0.1214769	0.076656856	0.10956286
r	0.0897647	0.0870198	0.10173885	0.11222166	0.097612984	0.13685206	0.09823106	0.27655888
à	0.05571025	0.088069625	0.17440625	0.17224814	0.13977747	0.090689406	0.09669251	0.1824063
s	0.103776336	0.102946505	0.10704751	0.11414213	0.11257176	0.10948495	0.10911254	0.2409182
o	0.10180473	0.114901625	0.12165195	0.12174396	0.12112859	0.11791864	0.114337936	0.18651257
o	0.031000981	0.028104737	0.04217454	0.10511736	0.11862258	0.07080857	0.04885029	0.5553209
t	0.037048787	0.034774814	0.02274425	0.046945672	0.07559651	0.18728197	0.03821656	0.55739146
s	0.047967076	0.052769177	0.09902637	0.108389914	0.19894849	0.1098707	0.108098604	0.2749297
o	0.036027893	0.033679865	0.14070402	0.28878918	0.23003703	0.08132105	0.04401636	0.14542457
m	0.016291345	0.013992948	0.027866105	0.041000657	0.06162087	0.06592819	0.18264589	0.590654
ì	0.008868383	0.0111012515	0.02163864	0.023747364	0.074276626	0.18901743	0.32325253	0.34809783
k	0.026400523	0.020564213	0.09696115	0.108191915	0.09106746	0.09538329	0.08684622	0.47458524
u	0.017872775	0.010824973	0.02062416	0.03461818	0.052431673	0.07385661	0.062079914	0.72769165
à	0.0047833617	0.0014721523	0.0013922327	0.0013069715	0.006246345	0.03413606	0.47308195	0.47758093
i	0.0013595909	0.002855772	0.005533744	0.008030109	0.05143835	0.019613082	0.39110374	0.5200656
k	0.00028050115	0.00029650118	0.0010013229	0.0010945312	0.0050599556	0.0034255437	0.74080527	0.24803641
u	0.0075069773	0.0068211313	0.01669912	0.03530667	0.08899158	0.07871169	0.34754047	0.41842237
à	6.377134e-05	2.8063068e-05	0.00015082423	0.000113022135	0.00091509713	0.001352618	0.78920245	0.2081742
i	0.00033930587	0.00049318286	0.00052511034	0.0006821041	0.0063095815	0.0049309735	0.5713765	0.41534325
m	6.0451523e-05	5.39586e-05	0.0001846554	0.0001585496	0.0008787612	0.0009306101	0.85528904	0.14244403
è	0.0013350269	0.0016582299	0.0072437	0.010970835	0.022151563	0.018211441	0.27315146	0.6652777
r	0.0031921063	0.0010253178	0.0012732542	0.000703694	0.016192807	0.08444445	0.37048388	0.5226845
i	0.0003913406	0.0002568394	0.00038045258	0.00035417464	0.0033884053	0.03113337	0.40806353	0.55603194
</S>	0.00049799104	0.000113587055	9.0338064e-05	3.8647377e-05	0.0011898993	0.015626013	0.7324821	0.24996147
