 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.09999857	0.09999849	0.09999849	0.099998645	0.100001775	0.09999887	0.099998645	0.09999887	0.099998645	0.10000895
t	0.09947317	0.101089604	0.09964567	0.099490695	0.100153655	0.09954727	0.09966011	0.100802645	0.09971936	0.10041785
e	0.09901526	0.0992301	0.09903966	0.09913666	0.1014897	0.09935267	0.099469855	0.100476734	0.099634446	0.10315488
l	0.099183545	0.10231589	0.09952609	0.099174544	0.099296585	0.099190585	0.099521	0.10110953	0.09962539	0.10105678
ì	0.09861655	0.09865492	0.09862399	0.09888702	0.10465889	0.09936976	0.09905609	0.10291327	0.099434145	0.0997854
s	0.0951851	0.09597418	0.095273815	0.097040474	0.12974715	0.10011476	0.09571328	0.09562788	0.09555918	0.09976417
i	0.07810587	0.078119814	0.07810676	0.07989559	0.11173699	0.082836315	0.08904964	0.09847012	0.14326662	0.1604122
n	0.09834104	0.10449621	0.09901658	0.09841339	0.10024637	0.09857774	0.09891117	0.09981975	0.09900661	0.103171214
a	0.09334542	0.09338317	0.09333645	0.09640011	0.14490926	0.101404525	0.09384255	0.09396871	0.09396556	0.09544421
z	0.09711039	0.107566796	0.09825855	0.09716457	0.099187985	0.09734851	0.09812917	0.10154922	0.09842376	0.105261005
ì	0.09537083	0.09539149	0.09536974	0.09636311	0.11631285	0.09813006	0.09676722	0.109215304	0.09842382	0.09865553
s	0.08136594	0.08462392	0.08173976	0.093780264	0.18746783	0.11136053	0.084852	0.08390229	0.08368551	0.1072219
i	0.05042651	0.050481983	0.05043417	0.060292248	0.13140987	0.073551446	0.08807699	0.111230984	0.17729196	0.20680393
n	0.08942628	0.12544148	0.093500115	0.09015276	0.1060845	0.09161663	0.092679456	0.09751855	0.09314639	0.120433845
a	0.082865626	0.08297235	0.082782656	0.09681537	0.19508186	0.11621218	0.08482769	0.0840473	0.08386475	0.09053017
m	0.08525841	0.14317127	0.09202772	0.085520424	0.09559962	0.08642889	0.089809865	0.10201309	0.09103408	0.1291366
i	0.08603742	0.08631158	0.085800655	0.08790333	0.12731864	0.09193815	0.09142914	0.15081939	0.09556497	0.096876726
n	0.07826422	0.12781475	0.084038116	0.079616696	0.10453272	0.08233065	0.087559596	0.10530983	0.08962014	0.16091336
ì	0.07023347	0.07247757	0.070430346	0.1069467	0.19343618	0.13945074	0.07868128	0.08065576	0.076016724	0.11167119
s	0.06069033	0.09800322	0.065087475	0.09885585	0.16962531	0.12912902	0.077188805	0.0771067	0.07224854	0.15206483
e	0.037314013	0.037596487	0.037371077	0.06397798	0.122210056	0.08275085	0.09564717	0.11448987	0.1596244	0.24901813
l	0.055587087	0.18257004	0.07709429	0.058547586	0.102494664	0.06451915	0.07244476	0.09887357	0.07505389	0.21281494
i	0.06913676	0.0696007	0.069054425	0.09376822	0.18380748	0.12075846	0.07769307	0.088435225	0.09673021	0.13101548
p	0.048720006	0.16954985	0.070670106	0.05046209	0.08407491	0.054601707	0.064851925	0.093181014	0.06867022	0.29521823
a	0.062046316	0.059949808	0.05810109	0.11953812	0.16700989	0.14487825	0.07603303	0.09097602	0.06533339	0.1561341
r	0.03710265	0.12047569	0.05137601	0.043084804	0.08895004	0.053650636	0.07105342	0.2708143	0.08426191	0.17923059
ò	0.027034402	0.029207196	0.027429374	0.065953135	0.08136381	0.07557815	0.06883412	0.12747638	0.123029575	0.37409383
n	0.023132676	0.07775863	0.032884654	0.06686449	0.068228394	0.07437191	0.10352234	0.07315432	0.06190913	0.4181735
g	0.033654373	0.03503206	0.0339421	0.09287841	0.09929452	0.09621275	0.08894987	0.06047182	0.086683095	0.37288103
h	0.048417952	0.08893467	0.053322684	0.09904552	0.1394902	0.122143574	0.07343588	0.06988588	0.0632107	0.24211293
ì	0.038302034	0.041728076	0.03875205	0.07633378	0.11619221	0.094407246	0.07263781	0.07884892	0.12897791	0.31382
z	0.016697159	0.07592111	0.048489463	0.04399767	0.044863738	0.05123052	0.14850849	0.13165075	0.10338606	0.33525503
i	0.030101754	0.030655999	0.0296686	0.06347136	0.09299843	0.075897604	0.07052088	0.113217875	0.13185622	0.36161128
n	0.016988486	0.06580689	0.051220357	0.029288264	0.041194096	0.03756636	0.10898612	0.13438648	0.12891187	0.385651
a	0.04055871	0.031158052	0.026159575	0.07021719	0.07314412	0.07267332	0.06634442	0.060239755	0.043601207	0.51590365
f	0.006121083	0.020538077	0.017526196	0.010680732	0.016299134	0.015217684	0.06725747	0.26979858	0.1317379	0.44482318
à	0.0087134885	0.012667418	0.008618337	0.02185323	0.02308985	0.024667557	0.07537559	0.16702782	0.15498646	0.50300026
i	0.004686091	0.03442949	0.03761693	0.028306823	0.020924484	0.029542541	0.10925529	0.19442847	0.14434253	0.39646736
a	0.0016704322	0.0021199617	0.002390578	0.002777074	0.0045425636	0.003660599	0.04646321	0.11211128	0.2263832	0.59788114
l	0.0008133467	0.0005361918	0.0007615565	0.0004639523	0.0010464584	0.00070028193	0.026432972	0.03427914	0.6449175	0.2900486
ì	0.0018956537	0.0021332153	0.0011824848	0.0021542115	0.002602356	0.0026721784	0.03537666	0.060101334	0.20211568	0.6897662
o	0.00054538884	0.0028918958	0.0076719667	0.0028100153	0.009090399	0.0035035647	0.02543177	0.13247183	0.4358449	0.37973824
</S>	8.113912e-05	7.41828e-05	0.00021856539	0.00016324721	0.00039771994	0.0003133009	0.007900902	0.020875473	0.6770893	0.29288614
