 	la	casa	la	costruiscono	i	muratori	</S>
t	0.14284007	0.14286155	0.14283997	0.14290537	0.14285457	0.1428465	0.14285195
o	0.14257179	0.14266145	0.14261106	0.14296904	0.14270881	0.14306396	0.1434139
s	0.13109255	0.13129374	0.13110276	0.13336253	0.13165565	0.13821921	0.20327355
p	0.12053194	0.12543872	0.122829355	0.14964823	0.13076513	0.15726976	0.19351684
ì	0.114731744	0.114756264	0.1147455	0.12253918	0.117040075	0.12576798	0.29041916
t	0.12650514	0.12657648	0.12646288	0.12931338	0.1272803	0.12991045	0.23395129
i	0.12045903	0.13380854	0.12607317	0.14059007	0.1277034	0.16862914	0.18273668
t	0.1146385	0.1149673	0.114426956	0.12327239	0.116695836	0.12241054	0.2935885
o	0.10176515	0.11270504	0.102548115	0.12903482	0.10995909	0.1421237	0.30186412
f	0.0754649	0.08311317	0.07483439	0.14542323	0.09091707	0.123782426	0.40646476
a	0.066893786	0.08306604	0.06988989	0.2236543	0.13207275	0.20912583	0.21529737
b	0.0486553	0.058442324	0.05060841	0.2296883	0.087324835	0.10820922	0.4170716
b	0.043055374	0.060374275	0.049857512	0.24059969	0.13549781	0.22657706	0.24403831
r	0.036376573	0.036817674	0.036422674	0.15800576	0.11950848	0.3102457	0.30262312
i	0.080323	0.0802996	0.0790294	0.09423732	0.0843374	0.10071434	0.48105896
k	0.05624446	0.07872927	0.045129906	0.10134305	0.053371172	0.07349171	0.5916904
è	0.023419194	0.029961418	0.022617554	0.0962634	0.06803516	0.15814982	0.6015535
o	0.016864853	0.020147247	0.014410585	0.042584416	0.026507288	0.03711916	0.8423664
n	0.0076974826	0.01170755	0.009999036	0.10509919	0.027244823	0.10163096	0.73662096
e	0.015486957	0.027461931	0.020976074	0.12208309	0.124206305	0.2748732	0.4149125
i	0.002471577	0.003681492	0.0029080287	0.054649428	0.022546615	0.10429244	0.8094504
f	0.0048573175	0.00731495	0.0068399804	0.05375108	0.034063548	0.2528562	0.6403169
a	0.011315647	0.022374313	0.022706943	0.06721973	0.13088557	0.25900286	0.486495
b	0.0019248074	0.0030289413	0.0018198484	0.009950857	0.023460727	0.34431034	0.61550444
b	0.0022257674	0.0066322708	0.006744727	0.043853883	0.06004833	0.19193326	0.68856174
r	0.0031175807	0.007814928	0.008358399	0.1827084	0.2598843	0.30104584	0.23707058
i	0.0028164582	0.004442572	0.0014784428	0.08030233	0.039657444	0.09666591	0.7746369
k	0.001558772	0.0016077575	0.0010090657	0.02326767	0.009458855	0.29973456	0.6633633
a	0.0038981293	0.009413994	0.002656038	0.04984797	0.085890606	0.115109265	0.733184
t	0.00030292582	0.00035646744	0.00024312666	0.0028355536	0.023994774	0.7296263	0.24264084
ò	0.0072590685	0.024983343	0.018134141	0.09097801	0.17254317	0.35930482	0.32679746
r	0.005618666	0.01153895	0.0063431584	0.0215283	0.040389977	0.20115383	0.7134271
i	0.0012804948	0.00286085	0.0018980717	0.028131317	0.09091639	0.35157186	0.523341
</S>	0.0004489056	0.00039533013	0.0005928928	0.0015766517	0.024749493	0.6038658	0.36837092
