 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.08331965	0.08331952	0.08331952	0.08331952	0.08331958	0.083319776	0.083320156	0.08331952	0.083328106	0.083413914	0.08334285	0.08335786
ì	0.08323556	0.08323239	0.083232254	0.083234735	0.08323594	0.08332649	0.08324706	0.083249405	0.08330506	0.0837385	0.08341432	0.08354827
o	0.083195135	0.083155215	0.08315515	0.083174504	0.083191834	0.0834666	0.08331403	0.08320897	0.08328887	0.08334881	0.083233856	0.08426699
ì	0.083032474	0.082853146	0.08285542	0.08292562	0.08300537	0.08295897	0.08354955	0.08285814	0.083279975	0.08526219	0.08336318	0.08405592
s	0.08151162	0.08155442	0.08152294	0.08170526	0.08164849	0.09566191	0.081612736	0.08168979	0.081879355	0.08291054	0.081815474	0.08648745
s	0.07877368	0.078926355	0.07886352	0.079207405	0.07906624	0.10528882	0.078793935	0.07886214	0.07993248	0.08017728	0.09085616	0.09125192
e	0.08309505	0.083096065	0.08309581	0.083098345	0.083097905	0.08333001	0.08309676	0.08310481	0.08321997	0.08316856	0.084538236	0.08405845
r	0.08283015	0.08265277	0.082654975	0.08272526	0.08280501	0.08285455	0.083340816	0.08285398	0.083167285	0.08369069	0.083052516	0.08737201
e	0.08174019	0.08178386	0.081765644	0.08186714	0.08182655	0.09047139	0.08175036	0.08178867	0.08218662	0.082141355	0.08639989	0.08627829
k	0.08230284	0.081998795	0.08200268	0.08212201	0.0822582	0.082250424	0.08317547	0.08213567	0.08278454	0.083889626	0.08269074	0.09238905
a	0.08216251	0.08217417	0.082163885	0.08222484	0.08220766	0.08705165	0.08221029	0.08234274	0.082714036	0.08553482	0.08328642	0.085926935
s	0.08118879	0.08091621	0.08091837	0.08103501	0.08115504	0.081765026	0.081986785	0.08134789	0.08216958	0.084289186	0.0819754	0.10125268
ì	0.064392045	0.064363606	0.06433788	0.06456953	0.06459181	0.07980023	0.06486995	0.07631964	0.08228382	0.094670676	0.103534326	0.17626649
m	0.068866074	0.06853869	0.06841502	0.06939593	0.069421664	0.11438006	0.07081087	0.07889085	0.080929466	0.07224953	0.07301658	0.16508533
b	0.08022573	0.080272324	0.080249414	0.0803773	0.08033065	0.09078484	0.08027606	0.080354854	0.081609614	0.08741017	0.08874774	0.08936133
e	0.08201352	0.081994936	0.08198655	0.08205113	0.08205056	0.08632665	0.08213431	0.08257198	0.08277193	0.08245458	0.08258887	0.09105502
r	0.078242466	0.07524234	0.07528006	0.076465905	0.077805765	0.07830218	0.08675419	0.07596374	0.082901634	0.089539886	0.08022171	0.12328017
i	0.07245013	0.07285105	0.07267562	0.07364453	0.07326183	0.12832764	0.07257699	0.072974704	0.075504415	0.07612215	0.09912457	0.11048633
k	0.06870209	0.065669075	0.06570656	0.06691045	0.068260655	0.06876906	0.07729453	0.06652838	0.07676578	0.08105083	0.07183079	0.22251183
à	0.0727963	0.07272963	0.07263015	0.073305815	0.07322225	0.110792294	0.07376699	0.07555107	0.07823172	0.09303312	0.0817256	0.12221502
n	0.042102132	0.04513276	0.043577287	0.051791646	0.0490976	0.11677271	0.044690643	0.056750223	0.0654503	0.046861414	0.04924748	0.3885258
n	0.05414803	0.060720656	0.0580303	0.07114693	0.065999255	0.1537897	0.054640587	0.056534346	0.06129371	0.059900425	0.09036162	0.21343443
i	0.06611078	0.06675069	0.066424645	0.06823996	0.06759093	0.14018436	0.06661755	0.07232105	0.07390669	0.067649946	0.073794	0.17040938
s	0.06341219	0.04791586	0.04809496	0.054511372	0.061381906	0.073928334	0.10102268	0.052818354	0.090892754	0.1105787	0.07345298	0.22198981
s	0.054007117	0.054919463	0.054519605	0.05675053	0.05591124	0.1256259	0.054403838	0.056110036	0.06607722	0.06564108	0.13907175	0.21696223
ì	0.07852694	0.07835841	0.078334026	0.078581	0.078630894	0.0914671	0.07922578	0.0804828	0.08144568	0.079844534	0.084143564	0.11095927
c	0.044107627	0.032456346	0.032160755	0.040341422	0.045303132	0.094625294	0.073754154	0.04905067	0.096765034	0.08404174	0.061460268	0.34593353
h	0.05886594	0.05993672	0.05946172	0.062000364	0.06099068	0.13808776	0.059164587	0.059789345	0.067061804	0.06690231	0.10105492	0.20668377
r	0.07637713	0.07631562	0.0762423	0.07675255	0.07669344	0.107054025	0.07710106	0.077773266	0.0794125	0.07791598	0.08064516	0.11771694
a	0.07561262	0.07528675	0.07524231	0.075688	0.075775765	0.096915506	0.07690144	0.07602836	0.080893494	0.07809214	0.07844858	0.135115
c	0.048012305	0.022706037	0.023094948	0.03444699	0.045150004	0.05143625	0.08134148	0.02500604	0.13595016	0.10461958	0.069274575	0.35896158
e	0.043033887	0.04338183	0.04275536	0.046617106	0.045824893	0.10967887	0.046687864	0.051939957	0.06263204	0.08577489	0.09321531	0.328458
e	0.018078597	0.009264023	0.009333846	0.013813003	0.017609127	0.031308167	0.031650785	0.016356383	0.085027695	0.05195696	0.040685426	0.67491597
t	0.008884429	0.006035189	0.005817764	0.008573534	0.009702688	0.020891037	0.016699268	0.009477492	0.06195911	0.1822204	0.10719653	0.56254256
è	0.012750048	0.01301211	0.01237804	0.0166326	0.017402058	0.03670961	0.019950828	0.03360708	0.08159491	0.27010778	0.25085548	0.23499943
l	0.028143551	0.020048816	0.021403786	0.051107902	0.11012996	0.08869377	0.089041725	0.03259684	0.14481872	0.15127498	0.14236325	0.12037674
i	0.00766153	0.010310627	0.009366906	0.013572145	0.012482632	0.022736074	0.00855463	0.014376094	0.08113453	0.13746089	0.15118374	0.53116024
s	0.009078793	0.005271181	0.005147999	0.014879635	0.016953815	0.026251871	0.012791785	0.008336658	0.09018382	0.06438713	0.06339567	0.68332165
e	0.0047605685	0.007258595	0.0063838363	0.009940015	0.009959553	0.013609847	0.0071445243	0.014443251	0.091553524	0.15164423	0.21804456	0.46525747
n	0.0013820761	0.0015079888	0.0014486595	0.003082082	0.0040787887	0.0061033377	0.0025746687	0.0023706285	0.019918067	0.035091195	0.05890845	0.86353403
a	0.006046936	0.012175482	0.009426991	0.013806483	0.014069279	0.015152989	0.010620917	0.01633753	0.06361751	0.10451762	0.251872	0.48235628
r	0.00022401748	0.0002337284	0.0002108431	0.00064249145	0.0006742622	0.0020908562	0.0006308762	0.0002652916	0.020943413	0.025536343	0.1045538	0.8439941
t	0.00061879324	0.001208693	0.0011035507	0.0015006842	0.0017015428	0.0017472834	0.0015321539	0.002493361	0.03983125	0.070757695	0.3257633	0.5517417
i	0.00207587	0.0021963678	0.0023736195	0.0049624923	0.008370765	0.008040396	0.0052589737	0.0027139843	0.049308583	0.027151765	0.2399676	0.6475796
</S>	6.730207e-05	0.00012987138	7.383578e-05	0.00022894503	0.00024712377	0.0004430077	0.00020800484	0.0010359167	0.0030226135	0.042285774	0.16996424	0.7822934
