 	il	ladro	è	entrato	da	qui	</S>
o	0.14277719	0.14277807	0.14277752	0.14278395	0.14309584	0.14286393	0.14292356
l	0.13616778	0.1361706	0.13612343	0.13662097	0.16084282	0.1465416	0.14753282
à	0.120067015	0.120358124	0.120219	0.122657746	0.24699785	0.132918	0.1367822
d	0.14144719	0.14145258	0.1414717	0.14154467	0.14583091	0.14179565	0.14645731
r	0.097258314	0.09748266	0.097645454	0.102031566	0.21141323	0.109588064	0.28458074
o	0.1422603	0.14226127	0.14226301	0.14229275	0.1426186	0.14337091	0.14493315
i	0.13047874	0.1303306	0.13030237	0.1310192	0.13709697	0.15324454	0.18752764
m	0.041617956	0.04321245	0.041716766	0.053507507	0.32941854	0.28915974	0.20136705
b	0.03128446	0.036001485	0.033125315	0.06918187	0.35392746	0.33033943	0.14614001
ì	0.016307129	0.016247626	0.028635776	0.02034153	0.20561734	0.21234351	0.5005071
k	0.054966226	0.051774684	0.052366808	0.05499559	0.06502453	0.11341128	0.60746086
e	0.008285948	0.008416866	0.008804756	0.0150292935	0.11101029	0.30344	0.5450129
a	0.009299078	0.0058007194	0.005737471	0.010077005	0.0194157	0.30743057	0.64223945
p	0.0003651353	0.00068039075	0.00021458574	0.0012718054	0.007617944	0.86020285	0.1296473
ò	0.00032055707	0.0009161051	0.0002947754	0.0027204938	0.008922776	0.8026143	0.18421106
t	5.26233e-05	0.00027926618	0.0001168817	0.001321903	0.0110357	0.912412	0.074781716
t	6.116706e-05	0.00018237565	0.0005445894	0.0045166374	0.036224596	0.8659676	0.09250309
u	4.509537e-05	3.901094e-05	0.00016735513	0.01692716	0.45574978	0.29271778	0.23435381
</S>	6.3445905e-06	0.00012446183	4.3342483e-05	0.034361847	0.15544571	0.5713935	0.23862486
