 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.12499782	0.12499811	0.12499801	0.12499915	0.12500422	0.124998584	0.12499954	0.12500459
s	0.123790234	0.12376465	0.124076635	0.124408215	0.12914298	0.124172285	0.12482502	0.12581997
ò	0.124027655	0.12403645	0.124089845	0.12441737	0.12565903	0.12440664	0.12598763	0.12737542
z	0.12420518	0.12419382	0.12432825	0.12451231	0.12625848	0.12435415	0.12461875	0.12752904
i	0.12185022	0.12186055	0.121922106	0.122293256	0.12376059	0.12296463	0.13004847	0.13530022
m	0.12340661	0.12335399	0.12377397	0.124077655	0.12989196	0.12383952	0.12460197	0.12705438
i	0.12260988	0.12276302	0.12277332	0.123954415	0.12867466	0.1236481	0.12699464	0.12858202
m	0.12159692	0.1215117	0.12223556	0.12288758	0.1332193	0.12245538	0.12384177	0.13225177
i	0.11830194	0.1184224	0.11921551	0.124552	0.14578979	0.122017294	0.12786981	0.123831235
l	0.11768195	0.11749239	0.119142845	0.12095935	0.1452502	0.11973579	0.123033874	0.13670357
ì	0.11462736	0.11464836	0.11555232	0.12010196	0.13822205	0.11891447	0.13545918	0.14247431
s	0.10892161	0.10887964	0.111021265	0.112667166	0.13957052	0.111307755	0.11520839	0.19242369
i	0.057707228	0.05787495	0.058564354	0.058468286	0.061685503	0.15473095	0.2645472	0.2864215
a	0.085901506	0.08431731	0.09676576	0.104714654	0.23171706	0.09816534	0.11984253	0.17857575
t	0.06517807	0.06822031	0.07254184	0.09522185	0.33018336	0.081178196	0.109745264	0.1777311
s	0.07787392	0.0818894	0.08042852	0.1024431	0.17628075	0.09089677	0.12817481	0.2620127
è	0.092729814	0.09245889	0.09484637	0.09957211	0.1282895	0.099242575	0.13439424	0.25846654
t	0.03747479	0.038549464	0.06371735	0.09602265	0.1688452	0.063908	0.11034506	0.4211375
ù	0.03699915	0.03978158	0.042525116	0.038623404	0.044041492	0.14849317	0.19383493	0.4557011
o	0.02486229	0.019104218	0.069952026	0.12011073	0.11074459	0.07716304	0.12952611	0.44853696
m	0.015348487	0.01073736	0.039959695	0.058968887	0.14281736	0.05501224	0.11075546	0.56640047
e	0.027387805	0.03347169	0.03152036	0.05649623	0.17155463	0.049762893	0.1807376	0.44906884
t	0.0047862814	0.002512306	0.01263182	0.031699076	0.08104779	0.02172487	0.066285506	0.7793123
i	0.002679457	0.0037474239	0.0067172265	0.023738433	0.088009484	0.05815492	0.49452886	0.32242417
n	0.0014362773	0.00066633243	0.0036974188	0.008888717	0.0670783	0.01910025	0.1121702	0.7869625
A	0.010261595	0.018423237	0.030375823	0.0288413	0.101660736	0.018665407	0.2698797	0.52189225
n	5.1815387e-05	5.5965444e-05	0.00050390384	0.0036604863	0.010492787	0.05607043	0.6006456	0.3285189
n	0.00019884345	0.00022219421	0.002610858	0.010834013	0.094198175	0.09313652	0.53294253	0.26585695
a	0.00026243582	0.00030076553	0.000917574	0.0024307934	0.013814417	0.022827419	0.15750222	0.8019443
</S>	6.25409e-05	0.00026508202	0.00040928327	0.0033050266	0.009310415	0.01837922	0.48663634	0.48163214
