 	avete	fatto	già	le	verdure	</S>
i	0.15858755	0.15875944	0.16171984	0.17575307	0.16370219	0.18147795
k	0.14561462	0.1458126	0.15852246	0.18126167	0.15478438	0.21400432
à	0.1214388	0.1232022	0.19129655	0.27835798	0.13354264	0.15216193
m	0.13016544	0.1302483	0.13481349	0.1404667	0.13138495	0.33292106
a	0.035633497	0.042944312	0.1831859	0.39583185	0.14057603	0.20182838
t	0.02686525	0.02732419	0.04066868	0.121625006	0.058176015	0.7253409
o	0.01983007	0.038430076	0.26288125	0.34440163	0.19303535	0.14142165
g	0.0058683045	0.0055348445	0.040504746	0.2340867	0.1127767	0.6012288
i	0.00352851	0.0141246235	0.10891668	0.31250137	0.21032716	0.3506016
à	0.0003455656	0.0010127181	0.002170308	0.046119917	0.31664884	0.63370264
t	0.000196369	0.00083103124	0.0068347096	0.040591225	0.21556787	0.7359788
a	0.0014267366	0.0038238808	0.016606264	0.05006661	0.8105404	0.11753615
l	1.4876258e-05	0.00017086476	0.002130689	0.1932921	0.6591352	0.14525627
à	0.0002317169	0.0006504064	0.0034984706	0.026847133	0.13523705	0.8335352
c	1.6835234e-05	0.00072066294	0.0056919954	0.44562224	0.34707624	0.20087202
h	0.00010922772	0.0001128264	0.0010990745	0.054669306	0.18348727	0.7605223
a	1.2111956e-05	0.00010645656	0.0033190686	0.26768705	0.41588724	0.31298807
n	1.927239e-05	0.00026597976	0.011058802	0.31387162	0.401214	0.27357036
a	1.1223618e-05	8.0270846e-05	0.00064253435	0.12155608	0.7460193	0.13169062
</S>	8.0611e-05	0.00087744754	0.014015678	0.30107614	0.4104803	0.27346992
